,startTimeStamp,endTimeStamp,startDate,startTime,durationInSeconds,maxMotionIntensity,meanMotionIntensity,steps,distanceInMeters,activityType,activeKilocalories
91,1518345900,1518346740,2018-02-11,10:45:00,840,7,4.2,0,0.0,SEDENTARY,0
92,1518346800,1518347640,2018-02-11,11:00:00,840,7,3.066666667,0,0.0,SEDENTARY,0
93,1518347700,1518348360,2018-02-11,11:15:00,660,7,4.666666667,0,0.0,SEDENTARY,0
94,1518348600,1518348900,2018-02-11,11:30:00,300,7,6.333333333,0,0.0,SEDENTARY,0
95,1518349500,1518350280,2018-02-11,11:45:00,780,7,4.4,0,0.0,SEDENTARY,0
96,1518350400,1518351120,2018-02-11,12:00:00,720,7,4.6,0,0.0,SEDENTARY,0
97,1518351300,1518352080,2018-02-11,12:15:00,780,7,5.2,0,0.0,SEDENTARY,0
98,1518352200,1518352860,2018-02-11,12:30:00,660,7,5.133333333,0,0.0,SEDENTARY,0
99,1518353100,1518353820,2018-02-11,12:45:00,720,7,3.333333333,0,0.0,SEDENTARY,0
100,1518354000,1518354720,2018-02-11,13:00:00,720,7,4.0,0,0.0,SEDENTARY,0
101,1518354900,1518355680,2018-02-11,13:15:00,780,7,3.8,0,0.0,SEDENTARY,0
102,1518355800,1518356460,2018-02-11,13:30:00,660,7,3.666666667,0,0.0,SEDENTARY,0
103,1518356700,1518357120,2018-02-11,13:45:00,420,7,5.466666667,0,0.0,SEDENTARY,0
104,1518357600,1518358440,2018-02-11,14:00:00,840,7,4.2,0,0.0,SEDENTARY,0
105,1518358500,1518359220,2018-02-11,14:15:00,720,7,4.6,0,0.0,SEDENTARY,0
106,1518359400,1518360300,2018-02-11,14:30:00,900,4,2.2,0,0.0,SEDENTARY,0
107,1518360300,1518361020,2018-02-11,14:45:00,720,7,4.6,0,0.0,SEDENTARY,0
108,1518361200,1518362040,2018-02-11,15:00:00,840,7,3.933333333,0,0.0,SEDENTARY,0
109,1518362100,1518362820,2018-02-11,15:15:00,720,7,3.933333333,0,0.0,SEDENTARY,0
110,1518363000,1518363600,2018-02-11,15:30:00,600,7,4.866666667,0,0.0,SEDENTARY,0
111,1518363900,1518364800,2018-02-11,15:45:00,900,7,3.533333333,0,0.0,SEDENTARY,0
112,1518364800,1518365460,2018-02-11,16:00:00,660,7,4.466666667,0,0.0,SEDENTARY,0
113,1518365700,1518366420,2018-02-11,16:15:00,720,7,2.933333333,0,0.0,SEDENTARY,0
114,1518366600,1518367200,2018-02-11,16:30:00,600,7,5.133333333,0,0.0,SEDENTARY,0
115,1518367500,1518367980,2018-02-11,16:45:00,480,7,5.666666667,0,0.0,SEDENTARY,0
116,1518368400,1518368700,2018-02-11,17:00:00,300,7,6.0,0,0.0,SEDENTARY,0
117,1518369300,1518369720,2018-02-11,17:15:00,420,7,6.0,0,0.0,SEDENTARY,0
118,1518370200,1518370740,2018-02-11,17:30:00,540,7,5.733333333,0,0.0,SEDENTARY,0
119,1518371100,1518371700,2018-02-11,17:45:00,600,7,3.933333333,0,0.0,SEDENTARY,0
120,1518372000,1518372900,2018-02-11,18:00:00,900,0,0.0,0,0.02,SEDENTARY,0
121,1518372900,1518373740,2018-02-11,18:15:00,840,7,3.666666667,0,0.0,SEDENTARY,0
122,1518373800,1518374700,2018-02-11,18:30:00,900,4,2.133333333,0,0.0,SEDENTARY,0
123,1518374700,1518375600,2018-02-11,18:45:00,900,3,2.066666667,0,0.0,SEDENTARY,0
124,1518375600,1518376440,2018-02-11,19:00:00,840,7,2.933333333,0,0.0,SEDENTARY,0
125,1518376500,1518377040,2018-02-11,19:15:00,540,7,5.266666667,0,0.0,SEDENTARY,0
126,1518377400,1518378120,2018-02-11,19:30:00,720,7,3.6,0,0.0,SEDENTARY,0
127,1518378300,1518379140,2018-02-11,19:45:00,840,7,4.066666667,0,0.0,SEDENTARY,0
128,1518379200,1518380040,2018-02-11,20:00:00,840,7,4.733333333,0,0.0,SEDENTARY,0
129,1518380100,1518380700,2018-02-11,20:15:00,600,7,4.933333333,0,0.0,SEDENTARY,0
130,1518381000,1518381420,2018-02-11,20:30:00,420,7,5.533333333,0,0.0,SEDENTARY,0
131,1518381900,1518382380,2018-02-11,20:45:00,480,7,5.2,0,0.0,SEDENTARY,0
132,1518382800,1518383460,2018-02-11,21:00:00,660,7,4.6,0,0.0,SEDENTARY,0
133,1518383700,1518384300,2018-02-11,21:15:00,600,7,5.133333333,0,0.0,SEDENTARY,0
134,1518384600,1518385500,2018-02-11,21:30:00,900,3,3.0,0,0.0,SEDENTARY,0
135,1518385500,1518386280,2018-02-11,21:45:00,780,7,3.533333333,0,0.0,SEDENTARY,0
136,1518386400,1518386940,2018-02-11,22:00:00,540,7,4.4,0,0.0,SEDENTARY,0
137,1518387300,1518387780,2018-02-11,22:15:00,480,7,4.6,0,0.0,SEDENTARY,0
138,1518388200,1518388920,2018-02-11,22:30:00,720,7,2.2,0,0.0,SEDENTARY,0
139,1518389100,1518389940,2018-02-11,22:45:00,840,7,3.466666667,0,0.0,SEDENTARY,0
140,1518390000,1518390840,2018-02-11,23:00:00,840,7,3.2,0,0.0,SEDENTARY,3
141,1518390900,1518391380,2018-02-11,23:15:00,480,7,4.466666667,0,0.0,SEDENTARY,0
142,1518391800,1518392700,2018-02-11,23:30:00,900,4,1.133333333,0,0.0,SEDENTARY,0
143,1518392700,1518393600,2018-02-11,23:45:00,900,2,0.533333333,0,0.0,SEDENTARY,1
144,1518393600,1518394200,2018-02-12,0:00:00,600,7,3.466666667,0,0.0,SEDENTARY,0
145,1518394500,1518395400,2018-02-12,0:15:00,900,3,3.0,0,0.0,SEDENTARY,0
146,1518395400,1518396240,2018-02-12,0:30:00,840,7,4.066666667,0,0.0,SEDENTARY,0
147,1518396300,1518396960,2018-02-12,0:45:00,660,7,5.538461538,0,0.0,SEDENTARY,0
148,1518398400,1518398940,2018-02-12,1:20:00,540,7,2.3,0,0.0,SEDENTARY,0
149,1518399000,1518399900,2018-02-12,1:30:00,900,2,0.133333333,0,0.0,SEDENTARY,0
150,1518399900,1518400800,2018-02-12,1:45:00,900,2,0.266666667,0,0.0,SEDENTARY,0
151,1518400800,1518401700,2018-02-12,2:00:00,900,3,0.2,0,0.0,SEDENTARY,0
152,1518401700,1518402600,2018-02-12,2:15:00,900,2,0.2,0,0.0,SEDENTARY,0
153,1518402600,1518403500,2018-02-12,2:30:00,900,2,0.133333333,0,0.0,SEDENTARY,0
154,1518403500,1518404400,2018-02-12,2:45:00,900,4,0.666666667,0,0.0,SEDENTARY,0
155,1518404400,1518405300,2018-02-12,3:00:00,900,2,0.266666667,0,0.0,SEDENTARY,0
156,1518405300,1518406200,2018-02-12,3:15:00,900,2,0.266666667,0,0.0,SEDENTARY,0
157,1518406200,1518407100,2018-02-12,3:30:00,900,2,0.133333333,0,0.0,SEDENTARY,0
158,1518407100,1518408000,2018-02-12,3:45:00,900,4,0.533333333,0,0.0,SEDENTARY,0
159,1518408000,1518408900,2018-02-12,4:00:00,900,2,0.133333333,0,0.0,SEDENTARY,0
160,1518408900,1518409800,2018-02-12,4:15:00,900,2,0.266666667,0,0.0,SEDENTARY,0
161,1518409800,1518410700,2018-02-12,4:30:00,900,0,0.0,0,0.0,SEDENTARY,0
162,1518410700,1518411600,2018-02-12,4:45:00,900,3,0.6,0,0.0,SEDENTARY,0
163,1518411600,1518412500,2018-02-12,5:00:00,900,3,0.533333333,0,0.0,SEDENTARY,0
164,1518412500,1518413400,2018-02-12,5:15:00,900,4,0.266666667,0,0.0,SEDENTARY,0
165,1518413400,1518414300,2018-02-12,5:30:00,900,2,0.333333333,0,0.0,SEDENTARY,0
166,1518414300,1518415200,2018-02-12,5:45:00,900,3,0.466666667,0,0.0,SEDENTARY,0
167,1518415200,1518416100,2018-02-12,6:00:00,900,4,0.466666667,0,0.0,SEDENTARY,0
168,1518416100,1518417000,2018-02-12,6:15:00,900,3,0.2,0,0.0,SEDENTARY,0
169,1518417000,1518417900,2018-02-12,6:30:00,900,3,0.333333333,0,0.0,SEDENTARY,0
170,1518417900,1518418800,2018-02-12,6:45:00,900,4,0.266666667,0,0.0,SEDENTARY,0
171,1518418800,1518419700,2018-02-12,7:00:00,900,4,0.533333333,0,0.0,SEDENTARY,0
172,1518419700,1518420600,2018-02-12,7:15:00,900,3,0.333333333,0,0.0,SEDENTARY,0
173,1518420600,1518421500,2018-02-12,7:30:00,900,2,0.2,0,0.0,SEDENTARY,0
174,1518421500,1518422400,2018-02-12,7:45:00,900,4,0.333333333,0,0.0,SEDENTARY,0
175,1518422400,1518423300,2018-02-12,8:00:00,900,0,0.0,0,0.0,SEDENTARY,0
176,1518423300,1518424140,2018-02-12,8:15:00,840,7,1.8,0,0.0,SEDENTARY,0
177,1518424200,1518425100,2018-02-12,8:30:00,900,2,0.333333333,0,0.0,SEDENTARY,0
178,1518425100,1518426000,2018-02-12,8:45:00,900,3,0.733333333,0,0.0,SEDENTARY,0
179,1518426000,1518426900,2018-02-12,9:00:00,900,3,0.266666667,0,0.0,SEDENTARY,0
180,1518426900,1518427800,2018-02-12,9:15:00,900,3,0.733333333,0,0.0,SEDENTARY,0
181,1518427800,1518428700,2018-02-12,9:30:00,900,3,1.0,0,0.0,SEDENTARY,0
182,1518428700,1518429600,2018-02-12,9:45:00,900,3,1.533333333,0,0.0,SEDENTARY,0
183,1518429600,1518430380,2018-02-12,10:00:00,780,7,2.666666667,0,0.0,SEDENTARY,0
184,1518430500,1518431100,2018-02-12,10:15:00,600,7,5.133333333,0,0.0,SEDENTARY,0
185,1518431400,1518432120,2018-02-12,10:30:00,720,7,3.8,0,0.0,SEDENTARY,0
186,1518432300,1518432900,2018-02-12,10:45:00,600,7,5.2,0,0.0,SEDENTARY,0
187,1518433200,1518433800,2018-02-12,11:00:00,600,7,5.533333333,0,0.0,SEDENTARY,0
188,1518434100,1518435000,2018-02-12,11:15:00,900,4,3.466666667,0,0.0,SEDENTARY,0
189,1518435000,1518435900,2018-02-12,11:30:00,900,4,4.0,0,0.0,SEDENTARY,0
190,1518435900,1518436740,2018-02-12,11:45:00,840,7,4.533333333,0,0.0,SEDENTARY,0
191,1518436800,1518437400,2018-02-12,12:00:00,600,7,4.466666667,0,0.0,SEDENTARY,0
192,1518437700,1518438420,2018-02-12,12:15:00,720,7,2.6,0,0.0,SEDENTARY,0
193,1518438600,1518439380,2018-02-12,12:30:00,780,7,2.0,0,0.0,SEDENTARY,0
194,1518439500,1518440280,2018-02-12,12:45:00,780,7,3.933333333,0,0.0,SEDENTARY,0
195,1518440400,1518440880,2018-02-12,13:00:00,480,7,5.066666667,0,0.0,SEDENTARY,0
196,1518441300,1518441960,2018-02-12,13:15:00,660,7,4.466666667,0,0.0,SEDENTARY,0
197,1518442200,1518442800,2018-02-12,13:30:00,600,7,3.6,0,0.0,SEDENTARY,0
198,1518443100,1518444000,2018-02-12,13:45:00,900,4,2.666666667,0,0.0,SEDENTARY,0
199,1518444000,1518444780,2018-02-12,14:00:00,780,7,4.266666667,0,0.0,SEDENTARY,0
200,1518444900,1518445680,2018-02-12,14:15:00,780,7,3.733333333,0,0.0,SEDENTARY,0
201,1518445800,1518446700,2018-02-12,14:30:00,900,3,2.4,0,0.0,SEDENTARY,0
202,1518446700,1518447300,2018-02-12,14:45:00,600,7,4.4,0,0.0,SEDENTARY,0
203,1518447600,1518448200,2018-02-12,15:00:00,600,7,5.266666667,0,0.0,SEDENTARY,0
204,1518448500,1518448800,2018-02-12,15:15:00,300,7,5.933333333,0,0.0,SEDENTARY,0
205,1518449400,1518450120,2018-02-12,15:30:00,720,7,4.6,0,0.0,SEDENTARY,0
206,1518450300,1518450660,2018-02-12,15:45:00,360,7,5.333333333,0,0.0,SEDENTARY,0
207,1518451200,1518451740,2018-02-12,16:00:00,540,7,5.733333333,0,0.0,SEDENTARY,0
208,1518452100,1518452760,2018-02-12,16:15:00,660,7,3.6,0,0.0,SEDENTARY,0
209,1518453000,1518453480,2018-02-12,16:30:00,480,7,5.533333333,0,0.0,SEDENTARY,0
210,1518453900,1518454500,2018-02-12,16:45:00,600,7,4.866666667,0,0.0,SEDENTARY,0
211,1518454800,1518455520,2018-02-12,17:00:00,720,7,5.0,0,0.0,SEDENTARY,0
212,1518455700,1518456480,2018-02-12,17:15:00,780,7,3.8,0,0.0,SEDENTARY,0
213,1518456600,1518457500,2018-02-12,17:30:00,900,5,3.4,0,0.0,SEDENTARY,0
214,1518457500,1518458100,2018-02-12,17:45:00,600,7,5.533333333,0,0.0,SEDENTARY,0
215,1518458400,1518459300,2018-02-12,18:00:00,900,4,2.8,0,0.0,SEDENTARY,0
216,1518459300,1518460200,2018-02-12,18:15:00,900,4,3.0,0,0.0,SEDENTARY,0
217,1518460200,1518461100,2018-02-12,18:30:00,900,4,2.266666667,0,0.0,SEDENTARY,0
218,1518461100,1518461700,2018-02-12,18:45:00,600,7,5.066666667,0,0.0,SEDENTARY,0
219,1518462000,1518462660,2018-02-12,19:00:00,660,7,5.0,0,0.0,SEDENTARY,0
220,1518462900,1518463560,2018-02-12,19:15:00,660,7,5.666666667,0,0.0,SEDENTARY,0
221,1518463800,1518464400,2018-02-12,19:30:00,600,7,3.2,0,0.0,SEDENTARY,3
222,1518464700,1518465480,2018-02-12,19:45:00,780,7,2.133333333,0,0.0,SEDENTARY,0
223,1518465600,1518465600,2018-02-12,20:00:00,0,7,1.866666667,0,0.0,GENERIC,55
224,1518466500,1518466500,2018-02-12,20:15:00,0,7,2.333333333,0,0.0,GENERIC,59
225,1518467400,1518468000,2018-02-12,20:30:00,600,7,2.333333333,0,0.0,SEDENTARY,9
226,1518468300,1518468840,2018-02-12,20:45:00,540,7,2.8,0,0.0,SEDENTARY,7
227,1518469200,1518469800,2018-02-12,21:00:00,600,7,5.066666667,0,0.0,SEDENTARY,0
228,1518470100,1518470880,2018-02-12,21:15:00,780,7,2.533333333,0,0.0,SEDENTARY,0
229,1518471000,1518471660,2018-02-12,21:30:00,660,7,4.8,0,0.0,SEDENTARY,0
230,1518471900,1518472620,2018-02-12,21:45:00,720,7,3.0,0,0.0,SEDENTARY,0
231,1518472800,1518473520,2018-02-12,22:00:00,720,7,4.266666667,0,0.0,SEDENTARY,3
232,1518473700,1518474360,2018-02-12,22:15:00,660,7,3.466666667,0,0.0,SEDENTARY,0
233,1518474600,1518475440,2018-02-12,22:30:00,840,7,4.642857143,0,0.0,SEDENTARY,0
234,1518475500,1518476400,2018-02-12,22:45:00,900,4,4.0,0,0.0,SEDENTARY,0
235,1518476400,1518477293,2018-02-12,23:00:00,893,7,4.2,0,0.0,SEDENTARY,0
236,1518477300,1518478989,2018-02-12,23:15:00,1689,7,5.0,0,0.0,SEDENTARY,3
237,1518479100,1518479998,2018-02-12,23:45:00,898,7,1.466666667,0,0.0,SEDENTARY,0
238,1518480000,1518480900,2018-02-13,0:00:00,900,0,0.0,0,0.0,SEDENTARY,0
239,1518480900,1518481800,2018-02-13,0:15:00,900,0,0.0,0,0.0,SEDENTARY,0
240,1518481800,1518482700,2018-02-13,0:30:00,900,1,0.066666667,0,0.0,SEDENTARY,0
241,1518482700,1518483600,2018-02-13,0:45:00,900,2,0.666666667,0,0.0,SEDENTARY,0
242,1518483600,1518484500,2018-02-13,1:00:00,900,0,0.0,0,0.0,SEDENTARY,0
243,1518484500,1518485400,2018-02-13,1:15:00,900,0,0.0,0,0.0,SEDENTARY,0
244,1518485400,1518486300,2018-02-13,1:30:00,900,3,0.2,0,0.0,SEDENTARY,0
245,1518486300,1518487200,2018-02-13,1:45:00,900,3,0.6,0,0.0,SEDENTARY,0
246,1518487200,1518488100,2018-02-13,2:00:00,900,3,0.733333333,0,0.0,SEDENTARY,0
247,1518488100,1518489000,2018-02-13,2:15:00,900,4,0.466666667,0,0.0,SEDENTARY,0
248,1518489000,1518489896,2018-02-13,2:30:00,896,7,1.0,0,0.0,SEDENTARY,0
249,1518489900,1518490800,2018-02-13,2:45:00,900,3,0.2,0,0.0,SEDENTARY,0
250,1518490800,1518491700,2018-02-13,3:00:00,900,1,0.066666667,0,0.0,SEDENTARY,0
251,1518491700,1518492600,2018-02-13,3:15:00,900,3,0.533333333,0,0.0,SEDENTARY,0
252,1518492600,1518493500,2018-02-13,3:30:00,900,4,0.533333333,0,0.0,SEDENTARY,0
253,1518493500,1518494400,2018-02-13,3:45:00,900,3,0.2,0,0.0,SEDENTARY,0
254,1518494400,1518495300,2018-02-13,4:00:00,900,2,0.133333333,0,0.0,SEDENTARY,0
255,1518495300,1518496200,2018-02-13,4:15:00,900,4,0.533333333,0,0.0,SEDENTARY,0
256,1518496200,1518497100,2018-02-13,4:30:00,900,0,0.0,0,0.0,SEDENTARY,0
257,1518497100,1518498000,2018-02-13,4:45:00,900,0,0.0,0,0.0,SEDENTARY,0
258,1518498000,1518498900,2018-02-13,5:00:00,900,2,0.4,0,0.0,SEDENTARY,0
259,1518498900,1518499800,2018-02-13,5:15:00,900,3,0.4,0,0.0,SEDENTARY,0
260,1518499800,1518500700,2018-02-13,5:30:00,900,2,0.266666667,0,0.0,SEDENTARY,0
261,1518500700,1518501600,2018-02-13,5:45:00,900,0,0.0,0,0.0,SEDENTARY,0
262,1518501600,1518502500,2018-02-13,6:00:00,900,4,0.8,0,0.0,SEDENTARY,0
263,1518502500,1518503395,2018-02-13,6:15:00,895,7,4.066666667,0,0.0,SEDENTARY,0
264,1518503400,1518504291,2018-02-13,6:30:00,891,7,5.866666667,0,0.0,SEDENTARY,0
265,1518504300,1518505082,2018-02-13,6:45:00,782,7,4.866666667,0,0.0,SEDENTARY,3
266,1518505200,1518506100,2018-02-13,7:00:00,900,4,4.0,0,0.0,SEDENTARY,0
267,1518506100,1518506993,2018-02-13,7:15:00,893,7,4.2,0,0.0,SEDENTARY,0
268,1518507000,1518507898,2018-02-13,7:30:00,898,7,4.2,0,0.0,SEDENTARY,0
269,1518507900,1518508632,2018-02-13,7:45:00,732,7,4.666666667,0,0.0,SEDENTARY,0
270,1518508800,1518509416,2018-02-13,8:00:00,616,7,5.933333333,0,0.0,SEDENTARY,0
271,1518509700,1518510588,2018-02-13,8:15:00,888,7,4.4,0,0.0,SEDENTARY,0
272,1518510600,1518511500,2018-02-13,8:30:00,900,4,4.0,0,0.0,SEDENTARY,0
273,1518511500,1518512287,2018-02-13,8:45:00,787,7,4.4,0,0.0,SEDENTARY,0
274,1518512400,1518513300,2018-02-13,9:00:00,900,4,3.733333333,0,0.0,SEDENTARY,0
