,startTimeStamp,endTimeStamp,startDate,startTime,durationInSeconds,maxMotionIntensity,meanMotionIntensity,steps,distanceInMeters,activityType,activeKilocalories
54,1486271700,1486272600,2017-02-05,5:15:00,900,0,0.0,0,0.0,SEDENTARY,0
55,1486272600,1486273500,2017-02-05,5:30:00,900,3,0.333333333,0,0.0,SEDENTARY,0
56,1486273500,1486274400,2017-02-05,5:45:00,900,0,0.0,0,0.0,SEDENTARY,0
57,1486274400,1486275300,2017-02-05,6:00:00,900,6,1.266666667,0,0.0,SEDENTARY,0
58,1486275300,1486276173,2017-02-05,6:15:00,873,7,4.6,0,0.0,SEDENTARY,0
59,1486276200,1486277005,2017-02-05,6:30:00,805,7,6.0,0,0.0,SEDENTARY,0
60,1486277100,1486277898,2017-02-05,6:45:00,798,7,5.933333333,0,0.0,SEDENTARY,0
61,1486278000,1486278409,2017-02-05,7:00:00,409,7,6.066666667,0,0.0,SEDENTARY,2
62,1486278900,1486279455,2017-02-05,7:15:00,555,7,4.533333333,0,0.0,SEDENTARY,3
63,1486279800,1486280592,2017-02-05,7:30:00,792,7,4.6,0,0.0,SEDENTARY,0
64,1486280700,1486281600,2017-02-05,7:45:00,900,4,2.6,0,0.0,SEDENTARY,0
65,1486281600,1486282500,2017-02-05,8:00:00,900,3,2.8,0,0.0,SEDENTARY,0
66,1486282500,1486283400,2017-02-05,8:15:00,900,4,3.266666667,0,0.0,SEDENTARY,0
67,1486283400,1486284295,2017-02-05,8:30:00,895,7,4.2,0,0.0,SEDENTARY,0
68,1486284300,1486285123,2017-02-05,8:45:00,823,7,5.266666667,0,0.0,SEDENTARY,0
69,1486285200,1486286100,2017-02-05,9:00:00,900,3,3.0,0,0.0,SEDENTARY,0
70,1486286100,1486287000,2017-02-05,9:15:00,900,3,2.0,0,0.0,SEDENTARY,0
71,1486287000,1486287886,2017-02-05,9:30:00,886,7,2.866666667,0,0.0,SEDENTARY,0
72,1486287900,1486288777,2017-02-05,9:45:00,877,7,5.2,0,0.0,SEDENTARY,0
73,1486288800,1486289700,2017-02-05,10:00:00,900,4,2.866666667,0,0.0,SEDENTARY,0
74,1486289700,1486290600,2017-02-05,10:15:00,900,4,2.4,0,0.0,SEDENTARY,0
75,1486290600,1486291418,2017-02-05,10:30:00,818,7,3.0,0,0.0,SEDENTARY,0
76,1486291500,1486292383,2017-02-05,10:45:00,883,7,3.266666667,0,0.0,SEDENTARY,0
77,1486292400,1486293300,2017-02-05,11:00:00,900,4,2.666666667,0,0.0,SEDENTARY,0
78,1486293300,1486294200,2017-02-05,11:15:00,900,3,2.2,0,0.0,SEDENTARY,0
79,1486294200,1486295100,2017-02-05,11:30:00,900,3,1.466666667,0,0.0,SEDENTARY,0
80,1486295100,1486295944,2017-02-05,11:45:00,844,7,4.8,0,0.0,SEDENTARY,4
81,1486296000,1486296558,2017-02-05,12:00:00,558,7,3.933333333,0,0.01,SEDENTARY,5
82,1486296900,1486297799,2017-02-05,12:15:00,899,7,3.466666667,0,0.0,SEDENTARY,3
83,1486297800,1486298627,2017-02-05,12:30:00,827,7,2.666666667,0,0.0,SEDENTARY,3
84,1486298700,1486299378,2017-02-05,12:45:00,678,7,4.066666667,0,0.0,SEDENTARY,4
85,1486299600,1486300500,2017-02-05,13:00:00,900,0,0.0,0,0.0,SEDENTARY,0
86,1486300500,1486301400,2017-02-05,13:15:00,900,0,0.0,0,0.0,SEDENTARY,0
87,1486301400,1486302300,2017-02-05,13:30:00,900,0,0.0,0,0.0,SEDENTARY,0
88,1486302300,1486303200,2017-02-05,13:45:00,900,3,0.2,0,0.0,SEDENTARY,0
89,1486303200,1486304100,2017-02-05,14:00:00,900,0,0.0,0,0.0,SEDENTARY,0
90,1486304100,1486305000,2017-02-05,14:15:00,900,0,0.0,0,0.0,SEDENTARY,0
91,1486305000,1486305900,2017-02-05,14:30:00,900,0,0.0,0,0.0,SEDENTARY,0
92,1486305900,1486306800,2017-02-05,14:45:00,900,3,0.2,0,0.0,SEDENTARY,0
93,1486306800,1486307700,2017-02-05,15:00:00,900,0,0.0,0,0.0,SEDENTARY,0
94,1486307700,1486308600,2017-02-05,15:15:00,900,0,0.0,0,0.0,SEDENTARY,0
95,1486308600,1486309500,2017-02-05,15:30:00,900,0,0.0,0,0.0,SEDENTARY,0
96,1486309500,1486310400,2017-02-05,15:45:00,900,4,0.266666667,0,0.0,SEDENTARY,0
97,1486310400,1486311300,2017-02-05,16:00:00,900,0,0.0,0,0.0,SEDENTARY,0
98,1486311300,1486312200,2017-02-05,16:15:00,900,0,0.0,0,0.0,SEDENTARY,0
99,1486312200,1486313100,2017-02-05,16:30:00,900,0,0.0,0,0.0,SEDENTARY,0
100,1486313100,1486314000,2017-02-05,16:45:00,900,0,0.0,0,0.0,SEDENTARY,0
101,1486314000,1486314900,2017-02-05,17:00:00,900,1,0.133333333,0,0.0,SEDENTARY,0
102,1486314900,1486315617,2017-02-05,17:15:00,717,7,4.733333333,0,0.01,SEDENTARY,3
103,1486315800,1486316700,2017-02-05,17:30:00,900,5,4.666666667,0,0.0,SEDENTARY,0
104,1486316700,1486317429,2017-02-05,17:45:00,729,7,5.0,0,0.0,SEDENTARY,0
105,1486317600,1486318324,2017-02-05,18:00:00,724,7,5.066666667,0,0.0,SEDENTARY,3
106,1486318500,1486319333,2017-02-05,18:15:00,833,7,5.666666667,0,0.0,SEDENTARY,0
107,1486319400,1486320289,2017-02-05,18:30:00,889,7,3.333333333,0,0.0,SEDENTARY,0
108,1486320300,1486321200,2017-02-05,18:45:00,900,3,2.8,0,0.0,SEDENTARY,0
109,1486321200,1486322100,2017-02-05,19:00:00,900,4,3.666666667,0,0.0,SEDENTARY,0
110,1486322100,1486323000,2017-02-05,19:15:00,900,4,2.0,0,0.0,SEDENTARY,0
111,1486323000,1486323476,2017-02-05,19:30:00,476,7,5.8,0,0.0,SEDENTARY,0
112,1486323900,1486324021,2017-02-05,19:45:00,121,7,6.8,0,0.0,SEDENTARY,0
113,1486324800,1486325460,2017-02-05,20:00:00,660,7,4.666666667,0,0.0,SEDENTARY,3
114,1486325700,1486326600,2017-02-05,20:15:00,900,2,1.0,0,0.0,SEDENTARY,0
115,1486326600,1486327500,2017-02-05,20:30:00,900,3,0.666666667,0,0.0,SEDENTARY,0
116,1486327500,1486328400,2017-02-05,20:45:00,900,3,1.533333333,0,0.0,SEDENTARY,0
117,1486328400,1486329300,2017-02-05,21:00:00,900,2,0.933333333,0,0.0,SEDENTARY,0
118,1486329300,1486333785,2017-02-05,21:15:00,4485,7,3.583333333,0,0.0,SEDENTARY,0
119,1486333800,1486334700,2017-02-05,22:30:00,900,4,0.266666667,0,0.0,SEDENTARY,0
120,1486334700,1486335600,2017-02-05,22:45:00,900,3,0.333333333,0,0.0,SEDENTARY,0
121,1486335600,1486336500,2017-02-05,23:00:00,900,0,0.0,0,0.0,SEDENTARY,0
122,1486336500,1486337400,2017-02-05,23:15:00,900,3,0.4,0,0.0,SEDENTARY,0
123,1486337400,1486338300,2017-02-05,23:30:00,900,4,0.666666667,0,0.0,SEDENTARY,0
124,1486338300,1486339200,2017-02-05,23:45:00,900,0,0.0,0,0.0,SEDENTARY,0
125,1486339200,1486340100,2017-02-06,0:00:00,900,4,0.333333333,0,0.0,SEDENTARY,0
126,1486340100,1486341000,2017-02-06,0:15:00,900,3,0.4,0,0.0,SEDENTARY,0
127,1486341000,1486341900,2017-02-06,0:30:00,900,3,0.2,0,0.0,SEDENTARY,0
128,1486341900,1486342800,2017-02-06,0:45:00,900,3,0.2,0,0.0,SEDENTARY,0
129,1486342800,1486343700,2017-02-06,1:00:00,900,3,0.2,0,0.0,SEDENTARY,0
130,1486343700,1486344600,2017-02-06,1:15:00,900,0,0.0,0,0.0,SEDENTARY,0
131,1486344600,1486345500,2017-02-06,1:30:00,900,0,0.0,0,0.0,SEDENTARY,0
132,1486345500,1486346400,2017-02-06,1:45:00,900,3,0.466666667,0,0.0,SEDENTARY,0
133,1486346400,1486347300,2017-02-06,2:00:00,900,3,0.4,0,0.0,SEDENTARY,0
134,1486347300,1486348200,2017-02-06,2:15:00,900,3,1.466666667,0,0.0,SEDENTARY,0
135,1486348200,1486349100,2017-02-06,2:30:00,900,1,0.066666667,0,0.0,SEDENTARY,0
136,1486349100,1486350000,2017-02-06,2:45:00,900,3,0.333333333,0,0.0,SEDENTARY,0
137,1486350000,1486350900,2017-02-06,3:00:00,900,0,0.0,0,0.0,SEDENTARY,0
138,1486350900,1486351800,2017-02-06,3:15:00,900,0,0.0,0,0.0,SEDENTARY,0
139,1486351800,1486352700,2017-02-06,3:30:00,900,4,0.8,0,0.0,SEDENTARY,0
140,1486352700,1486353600,2017-02-06,3:45:00,900,3,0.6,0,0.0,SEDENTARY,0
141,1486353600,1486354500,2017-02-06,4:00:00,900,3,0.2,0,0.0,SEDENTARY,0
142,1486354500,1486355400,2017-02-06,4:15:00,900,0,0.0,0,0.0,SEDENTARY,0
143,1486355400,1486356300,2017-02-06,4:30:00,900,0,0.0,0,0.0,SEDENTARY,0
144,1486356300,1486357200,2017-02-06,4:45:00,900,4,0.266666667,0,0.0,SEDENTARY,0
145,1486357200,1486358100,2017-02-06,5:00:00,900,2,0.266666667,0,0.0,SEDENTARY,0
146,1486358100,1486359000,2017-02-06,5:15:00,900,2,0.8,0,0.0,SEDENTARY,0
147,1486359000,1486359900,2017-02-06,5:30:00,900,2,0.266666667,0,0.0,SEDENTARY,0
148,1486359900,1486360800,2017-02-06,5:45:00,900,3,0.8,0,0.0,SEDENTARY,0
149,1486360800,1486361695,2017-02-06,6:00:00,895,7,1.266666667,0,0.0,SEDENTARY,0
150,1486361700,1486362600,2017-02-06,6:15:00,900,4,3.066666667,0,0.0,SEDENTARY,0
151,1486362600,1486363333,2017-02-06,6:30:00,733,7,4.466666667,0,0.0,SEDENTARY,2
152,1486363500,1486364122,2017-02-06,6:45:00,622,7,4.733333333,0,0.0,SEDENTARY,4
153,1486364400,1486365067,2017-02-06,7:00:00,667,7,6.066666667,0,0.0,SEDENTARY,0
154,1486365300,1486365759,2017-02-06,7:15:00,459,7,4.4,0,0.0,SEDENTARY,9
155,1486366200,1486366736,2017-02-06,7:30:00,536,7,3.733333333,0,0.0,SEDENTARY,5
156,1486367100,1486367819,2017-02-06,7:45:00,719,7,3.866666667,0,0.0,SEDENTARY,7
157,1486368000,1486368898,2017-02-06,8:00:00,898,7,2.866666667,0,0.0,SEDENTARY,0
158,1486368900,1486369800,2017-02-06,8:15:00,900,3,2.6,0,0.0,SEDENTARY,0
159,1486369800,1486370700,2017-02-06,8:30:00,900,4,2.733333333,0,0.0,SEDENTARY,0
160,1486370700,1486371501,2017-02-06,8:45:00,801,7,3.066666667,0,0.0,SEDENTARY,0
161,1486371600,1486372487,2017-02-06,9:00:00,887,7,4.4,0,0.0,SEDENTARY,0
162,1486372500,1486373400,2017-02-06,9:15:00,900,3,2.2,0,0.0,SEDENTARY,0
163,1486373400,1486374298,2017-02-06,9:30:00,898,7,3.066666667,0,0.0,SEDENTARY,0
164,1486374300,1486375084,2017-02-06,9:45:00,784,7,3.933333333,0,0.0,SEDENTARY,0
165,1486375200,1486376040,2017-02-06,10:00:00,840,3,2.6,0,0.0,SEDENTARY,0
166,1486376100,1486376999,2017-02-06,10:15:00,899,7,3.133333333,0,0.0,SEDENTARY,0
167,1486377000,1486377898,2017-02-06,10:30:00,898,7,3.266666667,0,0.0,SEDENTARY,0
168,1486377900,1486378751,2017-02-06,10:45:00,851,7,4.133333333,0,0.0,SEDENTARY,0
169,1486378800,1486379683,2017-02-06,11:00:00,883,7,3.2,0,0.0,SEDENTARY,0
170,1486379700,1486380600,2017-02-06,11:15:00,900,4,3.2,0,0.0,SEDENTARY,0
171,1486380600,1486381410,2017-02-06,11:30:00,810,7,3.4,0,0.0,SEDENTARY,0
172,1486381500,1486382172,2017-02-06,11:45:00,672,7,6.333333333,0,0.0,SEDENTARY,0
173,1486382400,1486383300,2017-02-06,12:00:00,900,5,4.2,0,0.0,SEDENTARY,0
174,1486383300,1486384200,2017-02-06,12:15:00,900,4,3.733333333,0,0.0,SEDENTARY,0
175,1486384200,1486385100,2017-02-06,12:30:00,900,4,1.6,0,0.0,SEDENTARY,0
176,1486385100,1486385643,2017-02-06,12:45:00,543,7,4.133333333,0,0.0,SEDENTARY,5
177,1486386000,1486386900,2017-02-06,13:00:00,900,0,0.0,0,0.0,SEDENTARY,0
178,1486386900,1486387800,2017-02-06,13:15:00,900,0,0.0,0,0.0,SEDENTARY,0
179,1486387800,1486388700,2017-02-06,13:30:00,900,0,0.0,0,0.0,SEDENTARY,0
180,1486388700,1486389600,2017-02-06,13:45:00,900,2,0.133333333,0,0.0,SEDENTARY,0
181,1486389600,1486390500,2017-02-06,14:00:00,900,0,0.0,0,0.0,SEDENTARY,0
182,1486390500,1486391400,2017-02-06,14:15:00,900,0,0.0,0,0.0,SEDENTARY,0
183,1486391400,1486392300,2017-02-06,14:30:00,900,0,0.0,0,0.0,SEDENTARY,0
184,1486392300,1486393200,2017-02-06,14:45:00,900,2,0.133333333,0,0.0,SEDENTARY,0
185,1486393200,1486394100,2017-02-06,15:00:00,900,0,0.0,0,0.0,SEDENTARY,0
186,1486394100,1486395000,2017-02-06,15:15:00,900,0,0.0,0,0.0,SEDENTARY,0
187,1486395000,1486395900,2017-02-06,15:30:00,900,0,0.0,0,0.0,SEDENTARY,0
188,1486395900,1486396800,2017-02-06,15:45:00,900,0,0.0,0,0.0,SEDENTARY,0
189,1486396800,1486397700,2017-02-06,16:00:00,900,3,0.6,0,0.0,SEDENTARY,0
190,1486397700,1486398540,2017-02-06,16:15:00,840,5,0.333333333,0,0.0,SEDENTARY,4
191,1486398600,1486399500,2017-02-06,16:30:00,900,0,0.0,0,0.0,SEDENTARY,0
192,1486399500,1486400056,2017-02-06,16:45:00,556,7,3.066666667,0,0.0,SEDENTARY,0
193,1486400400,1486400645,2017-02-06,17:00:00,245,7,2.0,0,0.0,SEDENTARY,9
194,1486401300,1486401660,2017-02-06,17:15:00,360,4,1.466666667,0,0.0,SEDENTARY,0
195,1486402200,1486402399,2017-02-06,17:30:00,199,7,4.2,0,0.0,SEDENTARY,9
196,1486403100,1486403756,2017-02-06,17:45:00,656,7,4.2,0,0.0,SEDENTARY,6
197,1486404000,1486404854,2017-02-06,18:00:00,854,7,2.6,0,0.01,SEDENTARY,0
198,1486404900,1486405800,2017-02-06,18:15:00,900,4,0.533333333,0,0.0,SEDENTARY,0
199,1486405800,1486406700,2017-02-06,18:30:00,900,5,2.4,0,0.0,SEDENTARY,0
200,1486406700,1486406761,2017-02-06,18:45:00,61,7,3.6,0,0.0,SEDENTARY,0
201,1486407600,1486408020,2017-02-06,19:00:00,420,7,1.533333333,0,0.0,SEDENTARY,5
202,1486408500,1486409400,2017-02-06,19:15:00,900,3,0.866666667,0,0.0,SEDENTARY,0
203,1486409400,1486410120,2017-02-06,19:30:00,720,7,2.266666667,0,0.0,SEDENTARY,4
204,1486410300,1486410360,2017-02-06,19:45:00,60,7,3.266666667,0,0.01,SEDENTARY,4
205,1486411200,1486412100,2017-02-06,20:00:00,900,4,1.733333333,0,0.0,SEDENTARY,0
206,1486412100,1486413000,2017-02-06,20:15:00,900,4,0.466666667,0,0.0,SEDENTARY,0
207,1486413000,1486413731,2017-02-06,20:30:00,731,7,2.6,0,0.0,SEDENTARY,0
208,1486413900,1486414320,2017-02-06,20:45:00,420,7,4.466666667,0,0.0,SEDENTARY,3
209,1486414800,1486415700,2017-02-06,21:00:00,900,3,1.8,0,0.0,SEDENTARY,0
210,1486415700,1486416600,2017-02-06,21:15:00,900,4,2.733333333,0,0.0,SEDENTARY,0
211,1486416600,1486417470,2017-02-06,21:30:00,870,7,4.6,0,0.0,SEDENTARY,0
212,1486417500,1486417659,2017-02-06,21:45:00,159,7,2.333333333,0,0.0,SEDENTARY,12
213,1486418400,1486419298,2017-02-06,22:00:00,898,7,3.066666667,0,0.0,SEDENTARY,2
214,1486419300,1486420200,2017-02-06,22:15:00,900,2,0.533333333,0,0.0,SEDENTARY,0
215,1486420200,1486421100,2017-02-06,22:30:00,900,4,1.333333333,0,0.0,SEDENTARY,0
216,1486421100,1486422000,2017-02-06,22:45:00,900,0,0.0,0,0.0,SEDENTARY,0
217,1486422000,1486422900,2017-02-06,23:00:00,900,0,0.0,0,0.0,SEDENTARY,0
218,1486422900,1486423800,2017-02-06,23:15:00,900,3,0.8,0,0.0,SEDENTARY,0
219,1486423800,1486424700,2017-02-06,23:30:00,900,3,0.333333333,0,0.0,SEDENTARY,0
220,1486424700,1486425600,2017-02-06,23:45:00,900,0,0.0,0,0.0,SEDENTARY,0
221,1486425600,1486426500,2017-02-07,0:00:00,900,3,0.4,0,0.0,SEDENTARY,0
222,1486426500,1486427400,2017-02-07,0:15:00,900,2,0.133333333,0,0.0,SEDENTARY,0
223,1486427400,1486428300,2017-02-07,0:30:00,900,0,0.0,0,0.0,SEDENTARY,0
224,1486428300,1486429200,2017-02-07,0:45:00,900,0,0.0,0,0.0,SEDENTARY,0
225,1486429200,1486430100,2017-02-07,1:00:00,900,3,0.4,0,0.0,SEDENTARY,0
226,1486430100,1486431000,2017-02-07,1:15:00,900,3,0.2,0,0.0,SEDENTARY,0
227,1486431000,1486431900,2017-02-07,1:30:00,900,2,0.133333333,0,0.0,SEDENTARY,0
228,1486431900,1486432800,2017-02-07,1:45:00,900,2,0.266666667,0,0.0,SEDENTARY,0
229,1486432800,1486433700,2017-02-07,2:00:00,900,3,0.2,0,0.0,SEDENTARY,0
230,1486433700,1486434600,2017-02-07,2:15:00,900,2,0.133333333,0,0.0,SEDENTARY,0
231,1486434600,1486435500,2017-02-07,2:30:00,900,0,0.0,0,0.0,SEDENTARY,0
232,1486435500,1486436400,2017-02-07,2:45:00,900,0,0.0,0,0.0,SEDENTARY,0
233,1486436400,1486437300,2017-02-07,3:00:00,900,2,0.533333333,0,0.0,SEDENTARY,0
234,1486437300,1486438200,2017-02-07,3:15:00,900,3,0.2,0,0.0,SEDENTARY,0
235,1486438200,1486439100,2017-02-07,3:30:00,900,3,0.333333333,0,0.0,SEDENTARY,0
236,1486439100,1486440000,2017-02-07,3:45:00,900,2,0.4,0,0.0,SEDENTARY,0
237,1486440000,1486440900,2017-02-07,4:00:00,900,4,0.4,0,0.0,SEDENTARY,0
238,1486440900,1486441800,2017-02-07,4:15:00,900,4,0.266666667,0,0.0,SEDENTARY,0
239,1486441800,1486442700,2017-02-07,4:30:00,900,4,0.266666667,0,0.0,SEDENTARY,0
240,1486442700,1486443600,2017-02-07,4:45:00,900,3,0.2,0,0.0,SEDENTARY,0
241,1486443600,1486444500,2017-02-07,5:00:00,900,3,0.2,0,0.0,SEDENTARY,0
242,1486444500,1486445400,2017-02-07,5:15:00,900,3,0.6,0,0.0,SEDENTARY,0
243,1486445400,1486446300,2017-02-07,5:30:00,900,4,0.4,0,0.0,SEDENTARY,0
244,1486446300,1486447200,2017-02-07,5:45:00,900,0,0.0,0,0.0,SEDENTARY,0
245,1486447200,1486448099,2017-02-07,6:00:00,899,7,1.933333333,0,0.0,SEDENTARY,0
246,1486448100,1486449000,2017-02-07,6:15:00,900,3,0.8,0,0.0,SEDENTARY,0
247,1486449000,1486449900,2017-02-07,6:30:00,900,6,3.6,0,0.0,SEDENTARY,0
248,1486449900,1486450748,2017-02-07,6:45:00,848,7,6.066666667,0,0.0,SEDENTARY,3
249,1486450800,1486451631,2017-02-07,7:00:00,831,7,5.8,0,0.0,SEDENTARY,0
250,1486451700,1486452596,2017-02-07,7:15:00,896,7,4.933333333,0,0.0,SEDENTARY,0
251,1486452600,1486453184,2017-02-07,7:30:00,584,7,5.2,0,0.0,SEDENTARY,0
252,1486453500,1486454379,2017-02-07,7:45:00,879,7,4.733333333,0,0.0,SEDENTARY,0
253,1486454400,1486455300,2017-02-07,8:00:00,900,4,2.866666667,0,0.0,SEDENTARY,0
254,1486455300,1486456197,2017-02-07,8:15:00,897,7,3.2,0,0.0,SEDENTARY,0
255,1486456200,1486456931,2017-02-07,8:30:00,731,7,4.666666667,0,0.0,SEDENTARY,0
256,1486457100,1486457992,2017-02-07,8:45:00,892,7,3.266666667,0,0.0,SEDENTARY,0
257,1486458000,1486458878,2017-02-07,9:00:00,878,7,3.066666667,0,0.0,SEDENTARY,3
258,1486458900,1486459800,2017-02-07,9:15:00,900,3,3.0,0,0.0,SEDENTARY,0
259,1486459800,1486460643,2017-02-07,9:30:00,843,7,3.866666667,0,0.0,SEDENTARY,0
260,1486460700,1486461493,2017-02-07,9:45:00,793,7,3.533333333,0,0.0,SEDENTARY,0
261,1486461600,1486462496,2017-02-07,10:00:00,896,7,3.2,0,0.0,SEDENTARY,5
262,1486462500,1486463400,2017-02-07,10:15:00,900,4,2.6,0,0.0,SEDENTARY,0
263,1486463400,1486464293,2017-02-07,10:30:00,893,7,3.133333333,0,0.0,SEDENTARY,0
264,1486464300,1486465194,2017-02-07,10:45:00,894,7,3.466666667,0,0.0,SEDENTARY,0
265,1486465200,1486466087,2017-02-07,11:00:00,887,7,3.133333333,0,0.0,SEDENTARY,0
266,1486466100,1486467000,2017-02-07,11:15:00,900,4,3.466666667,0,0.0,SEDENTARY,0
267,1486467000,1486467824,2017-02-07,11:30:00,824,7,4.266666667,0,0.0,SEDENTARY,0
268,1486467900,1486468614,2017-02-07,11:45:00,714,7,5.866666667,0,0.0,SEDENTARY,2
269,1486468800,1486469700,2017-02-07,12:00:00,900,4,4.0,0,0.0,SEDENTARY,0
270,1486469700,1486470600,2017-02-07,12:15:00,900,4,2.933333333,0,0.0,SEDENTARY,0
271,1486470600,1486471500,2017-02-07,12:30:00,900,5,3.333333333,0,0.0,SEDENTARY,0
272,1486471500,1486472165,2017-02-07,12:45:00,665,7,4.4,0,0.0,SEDENTARY,0
273,1486472400,1486473300,2017-02-07,13:00:00,900,0,0.0,0,0.0,SEDENTARY,0
274,1486473300,1486474200,2017-02-07,13:15:00,900,0,0.0,0,0.0,SEDENTARY,0
275,1486474200,1486475100,2017-02-07,13:30:00,900,0,0.0,0,0.0,SEDENTARY,0
276,1486475100,1486476000,2017-02-07,13:45:00,900,2,0.133333333,0,0.0,SEDENTARY,0
