,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
356,55,55,55,55,55,59,59,59,59,61,61,61,61,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,S4,1518242400,2018-02-10 6:00:00,1518243300,0,0.0,3,0.4,1
357,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,S4,1518243300,2018-02-10 6:15:00,1518244200,0,0.0,3,0.2,1
358,62,70,70,70,70,75,75,75,75,67,67,67,67,63,63,63,63,62,62,62,62,60,60,60,60,62,62,62,62,66,66,66,66,57,57,57,57,54,54,54,54,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,S4,1518244200,2018-02-10 6:30:00,1518245100,0,0.0,4,0.6,1
359,53,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,61,61,61,61,65,65,65,65,62,62,62,62,73,73,73,S4,1518245100,2018-02-10 6:45:00,1518246000,0,0.0,7,2.0,0
360,73,92,92,92,92,92,92,92,92,117,117,117,117,130,130,130,130,93,93,93,93,90,90,90,90,99,99,99,99,106,106,106,106,99,99,99,99,92,92,92,92,90,90,90,90,89,89,89,89,88,88,88,88,89,89,89,89,89,89,89,S4,1518246000,2018-02-10 7:00:00,1518246900,0,0.0,7,6.066666667,0
361,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,112,112,112,112,113,113,113,113,95,95,95,95,93,93,93,93,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,94,94,94,S4,1518246900,2018-02-10 7:15:00,1518247800,0,0.0,7,5.066666667,0
362,94,92,92,92,92,91,91,91,91,91,91,91,91,91,91,91,91,86,86,86,86,89,89,89,89,90,90,90,90,99,99,99,99,106,106,106,106,96,96,96,96,90,90,90,90,85,85,85,85,85,85,85,85,91,91,91,91,109,109,109,S4,1518247800,2018-02-10 7:30:00,1518248700,0,0.0,7,5.4,0
363,109,101,101,101,101,94,94,94,94,90,90,90,90,90,90,90,90,90,90,90,90,99,99,99,99,111,111,111,111,104,104,104,104,95,95,95,95,90,90,90,90,84,84,84,84,83,83,83,83,82,82,82,82,80,80,80,80,81,81,81,S4,1518248700,2018-02-10 7:45:00,1518249600,0,0.0,7,4.733333333,0
364,81,79,79,79,79,79,79,79,79,78,78,78,78,78,78,78,78,79,79,79,79,89,89,89,89,81,81,81,81,76,76,76,76,75,75,75,75,74,74,74,74,74,74,74,74,80,80,80,80,84,84,84,84,76,76,76,76,75,75,75,S4,1518249600,2018-02-10 8:00:00,1518250500,0,0.0,3,3.0,0
365,75,74,74,74,74,74,74,74,74,72,72,72,72,74,74,74,74,72,72,72,72,72,72,72,72,74,74,74,74,74,74,74,74,73,73,73,73,71,71,71,71,79,79,79,79,87,87,87,87,78,78,78,78,74,74,74,74,72,72,72,S4,1518250500,2018-02-10 8:15:00,1518251400,0,0.0,3,3.0,0
366,72,73,73,73,73,73,73,73,73,72,72,72,72,73,73,73,73,75,75,75,75,82,82,82,82,88,88,88,88,71,71,71,71,73,73,73,73,72,72,72,72,81,81,81,81,82,82,82,82,79,79,79,79,86,86,86,86,85,85,85,S4,1518251400,2018-02-10 8:30:00,1518252300,0,0.0,3,3.0,0
367,85,82,82,82,82,66,66,66,66,68,68,68,68,70,70,70,70,70,70,70,70,71,71,71,71,70,70,70,70,71,71,71,71,71,71,71,71,73,73,73,73,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,70,70,70,S4,1518252300,2018-02-10 8:45:00,1518253200,0,0.0,3,3.0,0
368,70,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,70,70,70,70,71,71,71,71,71,71,71,71,73,73,73,S4,1518253200,2018-02-10 9:00:00,1518254100,0,0.0,7,3.266666667,0
369,73,88,88,88,88,86,86,86,86,82,82,82,82,75,75,75,75,69,69,69,69,68,68,68,68,69,69,69,69,84,84,84,84,87,87,87,87,88,88,88,88,103,103,103,103,96,96,96,96,87,87,87,87,82,82,82,82,79,79,79,S4,1518254100,2018-02-10 9:15:00,1518255000,0,0.0,7,4.266666667,0
370,79,92,92,92,92,83,83,83,83,76,76,76,76,78,78,78,78,73,73,73,73,69,69,69,69,65,65,65,65,76,76,76,76,67,67,67,67,62,62,62,62,62,62,62,62,61,61,61,61,58,58,58,58,58,58,58,58,59,59,59,S4,1518255000,2018-02-10 9:30:00,1518255900,0,0.0,4,2.866666667,0
371,59,59,59,59,59,66,66,66,66,76,76,76,76,70,70,70,70,63,63,63,63,59,59,59,59,65,65,65,65,66,66,66,66,61,61,61,61,56,56,56,56,54,54,54,54,68,68,68,68,69,69,69,69,61,61,61,61,57,57,57,S4,1518255900,2018-02-10 9:45:00,1518256800,0,0.0,3,3.0,0
372,57,58,58,58,58,63,63,63,63,64,64,64,64,64,64,64,64,71,71,71,71,90,90,90,90,77,77,77,77,66,66,66,66,67,67,67,67,68,68,68,68,69,69,69,69,67,67,67,67,69,69,69,69,81,81,81,81,82,82,82,S4,1518256800,2018-02-10 10:00:00,1518257700,0,0.0,4,3.066666667,0
373,82,72,72,72,72,63,63,63,63,64,64,64,64,63,63,63,63,64,64,64,64,62,62,62,62,62,62,62,62,71,71,71,71,77,77,77,77,67,67,67,67,64,64,64,64,61,61,61,61,62,62,62,62,62,62,62,62,65,65,65,S4,1518257700,2018-02-10 10:15:00,1518258600,0,0.0,3,2.6,0
374,65,62,62,62,62,61,61,61,61,60,60,60,60,66,66,66,66,67,67,67,67,63,63,63,63,64,64,64,64,84,84,84,84,95,95,95,95,97,97,97,97,82,82,82,82,74,74,74,74,77,77,77,77,81,81,81,81,87,87,87,S4,1518258600,2018-02-10 10:30:00,1518259500,0,0.0,7,4.4,0
375,87,80,80,80,80,75,75,75,75,68,68,68,68,65,65,65,65,57,57,57,57,60,60,60,60,60,60,60,60,61,61,61,61,72,72,72,72,69,69,69,69,64,64,64,64,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,S4,1518259500,2018-02-10 10:45:00,1518260400,0,0.0,4,3.133333333,0
376,61,61,61,61,61,63,63,63,63,76,76,76,76,67,67,67,67,64,64,64,64,63,63,63,63,60,60,60,60,61,61,61,61,62,62,62,62,62,62,62,62,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,S4,1518260400,2018-02-10 11:00:00,1518261300,0,0.0,3,2.2,0
377,64,66,66,66,66,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,63,63,63,63,62,62,62,62,62,62,62,62,63,63,63,63,66,66,66,66,78,78,78,78,73,73,73,73,71,71,71,71,77,77,77,S4,1518261300,2018-02-10 11:15:00,1518262200,0,0.0,3,2.4,0
378,77,67,67,67,67,65,65,65,65,78,78,78,78,82,82,82,82,72,72,72,72,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,64,74,74,74,74,69,69,69,69,81,81,81,81,92,92,92,92,86,86,86,86,100,100,100,S4,1518262200,2018-02-10 11:30:00,1518263100,0,0.0,7,3.866666667,0
379,100,99,99,99,99,98,98,98,98,81,81,81,81,81,81,81,81,94,94,94,94,97,97,97,97,93,93,93,93,100,100,100,100,92,92,92,92,81,81,81,81,78,78,78,78,93,93,93,93,98,98,98,98,80,80,80,80,77,77,77,S4,1518263100,2018-02-10 11:45:00,1518264000,0,0.0,7,5.533333333,0
380,77,77,77,77,77,77,77,77,77,76,76,76,76,78,78,78,78,78,78,78,78,78,78,78,78,81,81,81,81,97,97,97,97,87,87,87,87,78,78,78,78,72,72,72,72,73,73,73,73,82,82,82,82,82,82,82,82,82,82,82,S4,1518264000,2018-02-10 12:00:00,1518264900,0,0.0,7,5.066666667,0
381,82,83,83,83,83,84,84,84,84,96,96,96,96,91,91,91,91,85,85,85,85,87,87,87,87,98,98,98,98,92,92,92,92,86,86,86,86,86,86,86,86,84,84,84,84,86,86,86,86,86,86,86,86,83,83,83,83,81,81,81,S4,1518264900,2018-02-10 12:15:00,1518265800,0,0.0,7,5.0,0
382,81,84,84,84,84,82,82,82,82,77,77,77,77,74,74,74,74,74,74,74,74,75,75,75,75,73,73,73,73,73,73,73,73,80,80,80,80,82,82,82,82,81,81,81,81,81,81,81,81,74,74,74,74,70,70,70,70,69,69,69,S4,1518265800,2018-02-10 12:30:00,1518266700,0,0.0,4,3.6,0
383,69,72,72,72,72,71,71,71,71,81,81,81,81,74,74,74,74,68,68,68,68,75,75,75,75,69,69,69,69,67,67,67,67,68,68,68,68,66,66,66,66,66,66,66,66,73,73,73,73,76,76,76,76,71,71,71,71,68,68,68,S4,1518266700,2018-02-10 12:45:00,1518267600,0,0.0,3,2.4,0
384,68,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,65,65,65,65,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,65,65,65,65,66,66,66,S4,1518267600,2018-02-10 13:00:00,1518268500,0,0.0,3,1.6,0
385,66,66,66,66,66,74,74,74,74,76,76,76,76,76,76,76,76,74,74,74,74,72,72,72,72,67,67,67,67,66,66,66,66,66,66,66,66,74,74,74,74,79,79,79,79,84,84,84,84,82,82,82,82,84,84,84,84,76,76,76,S4,1518268500,2018-02-10 13:15:00,1518269400,0,0.0,7,3.533333333,0
386,76,99,99,99,99,94,94,94,94,103,103,103,103,103,103,103,103,103,103,103,103,94,94,94,94,76,76,76,76,69,69,69,69,69,69,69,69,68,68,68,68,66,66,66,66,66,66,66,66,68,68,68,68,66,66,66,66,68,68,68,S4,1518269400,2018-02-10 13:30:00,1518270300,0,0.0,7,3.266666667,0
387,68,77,77,77,77,69,69,69,69,68,68,68,68,66,66,66,66,67,67,67,67,66,66,66,66,66,66,66,66,68,68,68,68,73,73,73,73,78,78,78,78,73,73,73,73,67,67,67,67,67,67,67,67,65,65,65,65,67,67,67,S4,1518270300,2018-02-10 13:45:00,1518271200,0,0.0,3,3.0,0
388,67,66,66,66,66,68,68,68,68,84,84,84,84,81,81,81,81,71,71,71,71,69,69,69,69,68,68,68,68,73,73,73,73,70,70,70,70,86,86,86,86,77,77,77,77,72,72,72,72,72,72,72,72,71,71,71,71,69,69,69,S4,1518271200,2018-02-10 14:00:00,1518272100,0,0.0,4,2.866666667,0
389,69,70,70,70,70,69,69,69,69,71,71,71,71,72,72,72,72,73,73,73,73,67,67,67,67,69,69,69,69,71,71,71,71,73,73,73,73,77,77,77,77,70,70,70,70,67,67,67,67,66,66,66,66,67,67,67,67,67,67,67,S4,1518272100,2018-02-10 14:15:00,1518273000,0,0.0,3,2.8,0
390,67,67,67,67,67,66,66,66,66,67,67,67,67,71,71,71,71,68,68,68,68,83,83,83,83,84,84,84,84,103,103,103,103,97,97,97,97,83,83,83,83,84,84,84,84,93,93,93,93,104,104,104,104,114,114,114,114,101,101,101,S4,1518273000,2018-02-10 14:30:00,1518273900,0,0.0,7,4.933333333,0
391,101,85,85,85,85,75,75,75,75,67,67,67,67,66,66,66,66,77,77,77,77,73,73,73,73,68,68,68,68,67,67,67,67,64,64,64,64,74,74,74,74,72,72,72,72,66,66,66,66,65,65,65,65,65,65,65,65,68,68,68,S4,1518273900,2018-02-10 14:45:00,1518274800,0,0.0,3,2.0,0
392,68,66,66,66,66,62,62,62,62,63,63,63,63,63,63,63,63,69,69,69,69,75,75,75,75,68,68,68,68,68,68,68,68,77,77,77,77,70,70,70,70,75,75,75,75,77,77,77,77,69,69,69,69,75,75,75,75,72,72,72,S4,1518274800,2018-02-10 15:00:00,1518275700,0,0.0,3,2.8,0
393,72,81,81,81,81,71,71,71,71,64,64,64,64,71,71,71,71,75,75,75,75,67,67,67,67,65,65,65,65,62,62,62,62,66,66,66,66,70,70,70,70,69,69,69,69,70,70,70,70,73,73,73,73,69,69,69,69,71,71,71,S4,1518275700,2018-02-10 15:15:00,1518276600,0,0.0,3,3.0,0
394,71,80,80,80,80,81,81,81,81,77,77,77,77,71,71,71,71,71,71,71,71,81,81,81,81,75,75,75,75,72,72,72,72,69,69,69,69,75,75,75,75,80,80,80,80,70,70,70,70,67,67,67,67,67,67,67,67,67,67,67,S4,1518276600,2018-02-10 15:30:00,1518277500,0,0.0,3,2.4,0
395,67,67,67,67,67,67,67,67,67,78,78,78,78,77,77,77,77,68,68,68,68,66,66,66,66,68,68,68,68,79,79,79,79,72,72,72,72,71,71,71,71,70,70,70,70,66,66,66,66,66,66,66,66,68,68,68,68,72,72,72,S4,1518277500,2018-02-10 15:45:00,1518278400,0,0.0,7,2.866666667,0
396,72,81,81,81,81,77,77,77,77,78,78,78,78,69,69,69,69,75,75,75,75,62,62,62,62,65,65,65,65,65,65,65,65,81,81,81,81,73,73,73,73,68,68,68,68,88,88,88,88,85,85,85,85,99,99,99,99,99,99,99,S4,1518278400,2018-02-10 16:00:00,1518279300,0,0.0,7,4.4,0
397,99,103,103,103,103,89,89,89,89,95,95,95,95,96,96,96,96,88,88,88,88,75,75,75,75,69,69,69,69,65,65,65,65,64,64,64,64,63,63,63,63,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,74,74,74,S4,1518279300,2018-02-10 16:15:00,1518280200,0,0.0,7,3.8,0
398,74,66,66,66,66,62,62,62,62,62,62,62,62,61,61,61,61,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,60,60,60,60,76,76,76,76,71,71,71,71,64,64,64,64,62,62,62,62,74,74,74,S4,1518280200,2018-02-10 16:30:00,1518281100,0,0.0,3,2.6,0
399,74,66,66,66,66,62,62,62,62,61,61,61,61,61,61,61,61,70,70,70,70,64,64,64,64,62,62,62,62,61,61,61,61,62,62,62,62,59,59,59,59,60,60,60,60,69,69,69,69,70,70,70,70,63,63,63,63,61,61,61,S4,1518281100,2018-02-10 16:45:00,1518282000,0,0.0,3,2.8,0
400,61,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,63,63,63,63,71,71,71,71,64,64,64,64,62,62,62,62,60,60,60,60,71,71,71,71,72,72,72,72,75,75,75,75,65,65,65,65,62,62,62,62,62,62,62,S4,1518282000,2018-02-10 17:00:00,1518282900,0,0.0,3,2.6,0
401,62,60,60,60,60,61,61,61,61,60,60,60,60,78,78,78,78,79,79,79,79,87,87,87,87,101,101,101,101,91,91,91,91,87,87,87,87,83,83,83,83,78,78,78,78,71,71,71,71,68,68,68,68,66,66,66,66,65,65,65,S4,1518282900,2018-02-10 17:15:00,1518283800,0,0.0,7,3.8,0
402,65,68,68,68,68,75,75,75,75,68,68,68,68,65,65,65,65,65,65,65,65,72,72,72,72,70,70,70,70,66,66,66,66,64,64,64,64,68,68,68,68,75,75,75,75,68,68,68,68,66,66,66,66,65,65,65,65,63,63,63,S4,1518283800,2018-02-10 17:30:00,1518284700,0,0.0,3,2.4,0
403,63,68,68,68,68,80,80,80,80,74,74,74,74,77,77,77,77,70,70,70,70,65,65,65,65,63,63,63,63,64,64,64,64,67,67,67,67,65,65,65,65,75,75,75,75,73,73,73,73,67,67,67,67,65,65,65,65,64,64,64,S4,1518284700,2018-02-10 17:45:00,1518285600,0,0.0,7,3.333333333,0
404,64,64,64,64,64,64,64,64,64,65,65,65,65,63,63,63,63,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,67,67,67,67,66,66,66,66,67,67,67,67,78,78,78,S4,1518285600,2018-02-10 18:00:00,1518286500,0,0.0,3,3.0,0
405,78,82,82,82,82,73,73,73,73,67,67,67,67,79,79,79,79,96,96,96,96,89,89,89,89,86,86,86,86,86,86,86,86,90,90,90,90,90,90,90,90,90,90,90,90,104,104,104,104,101,101,101,101,90,90,90,90,81,81,81,S4,1518286500,2018-02-10 18:15:00,1518287400,0,0.0,7,5.866666667,0
406,81,82,82,82,82,81,81,81,81,81,81,81,81,82,82,82,82,96,96,96,96,88,88,88,88,80,80,80,80,73,73,73,73,74,74,74,74,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,81,81,81,81,81,81,81,S4,1518287400,2018-02-10 18:30:00,1518288300,0,0.0,7,5.933333333,0
407,81,89,89,89,89,88,88,88,88,79,79,79,79,83,83,83,83,83,83,83,83,85,85,85,85,80,80,80,80,84,84,84,84,84,84,84,84,79,79,79,79,81,81,81,81,81,81,81,81,81,81,81,81,78,78,78,78,82,82,82,S4,1518288300,2018-02-10 18:45:00,1518289200,0,0.0,7,4.733333333,0
408,82,84,84,84,84,82,82,82,82,75,75,75,75,79,79,79,79,81,81,81,81,82,82,82,82,80,80,80,80,82,82,82,82,79,79,79,79,83,83,83,83,83,83,83,83,81,81,81,81,79,79,79,79,83,83,83,83,77,77,77,S4,1518289200,2018-02-10 19:00:00,1518290100,0,0.0,7,4.6,0
409,77,76,76,76,76,76,76,76,76,74,74,74,74,78,78,78,78,83,83,83,83,97,97,97,97,88,88,88,88,84,84,84,84,83,83,83,83,83,83,83,83,82,82,82,82,73,73,73,73,73,73,73,73,76,76,76,76,83,83,83,S4,1518290100,2018-02-10 19:15:00,1518291000,0,0.0,7,4.666666667,0
410,83,80,80,80,80,79,79,79,79,80,80,80,80,82,82,82,82,75,75,75,75,79,79,79,79,78,78,78,78,71,71,71,71,70,70,70,70,79,79,79,79,79,79,79,79,78,78,78,78,76,76,76,76,72,72,72,72,75,75,75,S4,1518291000,2018-02-10 19:30:00,1518291900,0,0.0,4,4.0,0
411,75,80,80,80,80,79,79,79,79,70,70,70,70,66,66,66,66,66,66,66,66,70,70,70,70,74,74,74,74,65,65,65,65,64,64,64,64,65,65,65,65,70,70,70,70,73,73,73,73,65,65,65,65,65,65,65,65,64,64,64,S4,1518291900,2018-02-10 19:45:00,1518292800,0,0.0,4,4.0,0
412,64,77,77,77,77,69,69,69,69,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,63,63,63,63,75,75,75,75,75,75,75,75,81,81,81,81,82,82,82,82,80,80,80,80,68,68,68,68,62,62,62,62,60,60,60,S4,1518292800,2018-02-10 20:00:00,1518293700,0,0.0,4,4.0,0
413,60,60,60,60,60,73,73,73,73,67,67,67,67,62,62,62,62,60,60,60,60,75,75,75,75,73,73,73,73,63,63,63,63,71,71,71,71,66,66,66,66,60,60,60,60,63,63,63,63,66,66,66,66,66,66,66,66,66,66,66,S4,1518293700,2018-02-10 20:15:00,1518294600,0,0.0,7,3.466666667,0
414,66,66,66,66,66,66,66,66,66,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,64,64,64,64,64,64,64,64,78,78,78,78,70,70,70,70,71,71,71,71,64,64,64,64,64,64,64,S4,1518294600,2018-02-10 20:30:00,1518295500,0,0.0,3,2.4,0
415,64,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,80,80,80,80,83,83,83,83,80,80,80,80,76,76,76,76,66,66,66,66,63,63,63,63,61,61,61,61,64,64,64,S4,1518295500,2018-02-10 20:45:00,1518296400,0,0.0,7,2.933333333,0
416,64,71,71,71,71,65,65,65,65,68,68,68,68,76,76,76,76,73,73,73,73,83,83,83,83,69,69,69,69,62,62,62,62,63,63,63,63,64,64,64,64,67,67,67,67,63,63,63,63,64,64,64,64,78,78,78,78,79,79,79,S4,1518296400,2018-02-10 21:00:00,1518297300,0,0.0,3,3.0,0
417,79,69,69,69,69,68,68,68,68,77,77,77,77,89,89,89,89,76,76,76,76,71,71,71,71,70,70,70,70,71,71,71,71,71,71,71,71,68,68,68,68,69,69,69,69,65,65,65,65,67,67,67,67,67,67,67,67,68,68,68,S4,1518297300,2018-02-10 21:15:00,1518298200,0,0.0,4,2.266666667,0
418,68,71,71,71,71,69,69,69,69,66,66,66,66,81,81,81,81,73,73,73,73,81,81,81,81,84,84,84,84,84,84,84,84,81,81,81,81,83,83,83,83,78,78,78,78,70,70,70,70,83,83,83,83,77,77,77,77,69,69,69,S4,1518298200,2018-02-10 21:30:00,1518299100,0,0.0,4,4.0,0
419,69,76,76,76,76,76,76,76,76,69,69,69,69,63,63,63,63,69,69,69,69,78,78,78,78,78,78,78,78,87,87,87,87,80,80,80,80,78,78,78,78,76,76,76,76,65,65,65,65,64,64,64,64,71,71,71,71,71,71,71,S4,1518299100,2018-02-10 21:45:00,1518300000,0,0.0,7,4.2,0
420,71,62,62,62,62,58,58,58,58,61,61,61,61,64,64,64,64,75,75,75,75,80,80,80,80,81,81,81,81,77,77,77,77,78,78,78,78,73,73,73,73,68,68,68,68,80,80,80,80,81,81,81,81,81,81,81,81,82,82,82,S4,1518300000,2018-02-10 22:00:00,1518300900,0,0.0,7,4.2,0
421,82,83,83,83,83,81,81,81,81,80,80,80,80,79,79,79,79,80,80,80,80,76,76,76,76,72,72,72,72,68,68,68,68,78,78,78,78,71,71,71,71,67,67,67,67,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,S4,1518300900,2018-02-10 22:15:00,1518301800,0,0.0,4,2.4,0
422,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,67,67,67,S4,1518301800,2018-02-10 22:30:00,1518302700,0,0.0,3,0.266666667,1
423,67,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S4,1518302700,2018-02-10 22:45:00,1518303600,0,0.0,0,0.0,1
424,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,77,77,77,77,64,64,64,64,58,58,58,S4,1518303600,2018-02-10 23:00:00,1518304500,0,0.0,4,0.266666667,1
425,58,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,S4,1518304500,2018-02-10 23:15:00,1518305400,0,0.0,4,0.8,1
426,56,58,58,58,58,57,57,57,57,56,56,56,56,56,56,56,56,58,58,58,58,61,61,61,61,62,62,62,62,62,62,62,62,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1518305400,2018-02-10 23:30:00,1518306300,0,0.0,0,0.0,1
427,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1518306300,2018-02-10 23:45:00,1518307200,0,0.0,0,0.0,1
428,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1518307200,2018-02-11 0:00:00,1518308100,0,0.0,0,0.0,1
429,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,67,67,67,67,71,71,71,71,65,65,65,65,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,S4,1518308100,2018-02-11 0:15:00,1518309000,0,0.0,3,1.0,1
430,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,S4,1518309000,2018-02-11 0:30:00,1518309900,0,0.0,3,0.533333333,1
431,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1518309900,2018-02-11 0:45:00,1518310800,0,0.0,3,0.2,1
432,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1518310800,2018-02-11 1:00:00,1518311700,0,0.0,3,0.266666667,1
433,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1518311700,2018-02-11 1:15:00,1518312600,0,0.0,2,0.8,1
434,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,60,60,60,S4,1518312600,2018-02-11 1:30:00,1518313500,0,0.0,3,0.733333333,1
435,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,60,60,60,60,60,60,60,60,61,61,61,61,60,60,60,60,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S4,1518313500,2018-02-11 1:45:00,1518314400,0,0.0,0,0.0,1
436,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,71,71,71,71,65,65,65,65,79,79,79,79,80,80,80,80,67,67,67,67,62,62,62,62,60,60,60,60,60,60,60,60,60,60,60,S4,1518314400,2018-02-11 2:00:00,1518315300,0,0.0,5,1.0,1
437,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S4,1518315300,2018-02-11 2:15:00,1518316200,0,0.0,0,0.0,1
438,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,62,62,62,76,76,76,76,64,64,64,64,59,59,59,59,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,S4,1518316200,2018-02-11 2:30:00,1518317100,0,0.0,3,0.266666667,1
