,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,S4,1517931000,2018-02-06 15:30:00,1517931900,0,0.0,7,2.8,0
11,99,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,S4,1517931900,2018-02-06 15:45:00,1517932800,0,0.0,0,0.0,0
12,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,98,98,98,98,98,98,98,98,98,98,98,S4,1517932800,2018-02-06 16:00:00,1517933700,0,0.0,7,0.933333333,0
13,98,98,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4,1517933700,2018-02-06 16:15:00,1517934600,0,0.02,7,2.6,0
14,,,,,,,,,,,,,,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,S4,1517934600,2018-02-06 16:30:00,1517935500,0,0.0,7,4.533333333,0
15,94,94,94,94,94,94,94,94,94,94,94,94,94,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,88,88,88,88,88,88,88,S4,1517935500,2018-02-06 16:45:00,1517936400,0,0.0,7,3.533333333,0
16,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,S4,1517936400,2018-02-06 17:00:00,1517937300,0,0.0,7,5.4,0
17,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,84,84,84,S4,1517937300,2018-02-06 17:15:00,1517938200,0,0.0,5,1.333333333,0
18,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,S4,1517938200,2018-02-06 17:30:00,1517939100,0,0.0,7,6.066666667,0
19,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,S4,1517939100,2018-02-06 17:45:00,1517940000,0,0.0,7,5.066666667,0
20,84,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,79,79,79,79,85,85,85,S4,1517940000,2018-02-06 18:00:00,1517940900,0,0.0,7,4.466666667,0
21,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,79,79,79,S4,1517940900,2018-02-06 18:15:00,1517941800,0,0.0,3,1.8,0
22,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,S4,1517941800,2018-02-06 18:30:00,1517942700,0,0.0,7,5.333333333,0
23,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,93,93,93,93,93,93,93,93,93,93,93,S4,1517942700,2018-02-06 18:45:00,1517943600,0,0.0,7,3.333333333,0
24,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,S4,1517943600,2018-02-06 19:00:00,1517944500,0,0.0,7,4.266666667,0
25,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,S4,1517944500,2018-02-06 19:15:00,1517945400,0,0.0,7,5.133333333,0
26,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,S4,1517945400,2018-02-06 19:30:00,1517946300,0,0.0,4,4.0,0
27,87,87,87,87,87,87,87,87,87,87,87,87,87,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,S4,1517946300,2018-02-06 19:45:00,1517947200,0,0.0,4,4.0,0
28,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,81,81,81,81,81,81,81,S4,1517947200,2018-02-06 20:00:00,1517948100,0,0.0,4,4.0,0
29,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,S4,1517948100,2018-02-06 20:15:00,1517949000,0,0.0,4,4.0,0
30,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,S4,1517949000,2018-02-06 20:30:00,1517949900,0,0.0,7,4.8,0
31,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,84,84,84,84,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,S4,1517949900,2018-02-06 20:45:00,1517950800,0,0.0,7,4.266666667,0
32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,S4,1517950800,2018-02-06 21:00:00,1517951700,0,0.04,7,1.266666667,0
33,86,86,86,86,86,86,86,86,86,86,86,86,86,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,S4,1517951700,2018-02-06 21:15:00,1517952600,0,0.01,4,3.2,0
34,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,75,75,75,75,75,75,75,S4,1517952600,2018-02-06 21:30:00,1517953500,0,0.0,5,3.666666667,0
35,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,83,83,83,83,83,83,83,83,83,83,83,S4,1517953500,2018-02-06 21:45:00,1517954400,0,0.0,7,4.733333333,0
36,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,S4,1517954400,2018-02-06 22:00:00,1517955300,0,0.0,7,4.333333333,0
37,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,75,75,75,75,75,75,75,S4,1517955300,2018-02-06 22:15:00,1517956200,0,0.0,7,5.266666667,0
38,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,,,,,,,,74,74,74,74,70,70,70,70,70,70,70,70,71,71,71,71,75,75,75,75,71,71,71,71,68,68,68,68,66,66,66,66,64,64,64,S4,1517956200,2018-02-06 22:30:00,1517957100,0,0.0,4,3.6,0
39,64,69,69,69,69,76,76,76,76,71,71,71,71,66,66,66,66,65,65,65,65,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,64,64,64,64,63,63,63,63,68,68,68,68,62,62,62,62,60,60,60,60,58,58,58,S4,1517957100,2018-02-06 22:45:00,1517958000,0,0.0,4,2.0,0
40,58,56,56,56,56,57,57,57,57,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S4,1517958000,2018-02-06 23:00:00,1517958900,0,0.0,1,0.066666667,1
41,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S4,1517958900,2018-02-06 23:15:00,1517959800,0,0.0,0,0.0,1
42,61,61,61,61,61,61,61,61,61,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,63,63,63,63,67,67,67,67,68,68,68,68,68,68,68,68,85,85,85,85,78,78,78,78,71,71,71,S4,1517959800,2018-02-06 23:30:00,1517960700,0,0.0,3,0.4,1
43,71,69,69,69,69,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,71,71,71,71,78,78,78,78,69,69,69,S4,1517960700,2018-02-06 23:45:00,1517961600,0,0.0,3,0.8,1
44,69,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,S4,1517961600,2018-02-07 0:00:00,1517962500,0,0.0,0,0.0,1
45,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,S4,1517962500,2018-02-07 0:15:00,1517963400,0,0.0,0,0.0,1
46,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,67,67,67,S4,1517963400,2018-02-07 0:30:00,1517964300,0,0.0,2,0.2,1
47,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,S4,1517964300,2018-02-07 0:45:00,1517965200,0,0.0,4,0.266666667,1
48,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,67,67,67,67,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,S4,1517965200,2018-02-07 1:00:00,1517966100,0,0.0,2,0.133333333,1
49,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,S4,1517966100,2018-02-07 1:15:00,1517967000,0,0.0,0,0.0,1
50,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,S4,1517967000,2018-02-07 1:30:00,1517967900,0,0.0,1,0.066666667,1
51,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,78,78,78,78,70,70,70,70,63,63,63,63,60,60,60,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,S4,1517967900,2018-02-07 1:45:00,1517968800,0,0.0,3,0.533333333,1
52,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,S4,1517968800,2018-02-07 2:00:00,1517969700,0,0.0,2,0.666666667,1
53,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,S4,1517969700,2018-02-07 2:15:00,1517970600,0,0.0,0,0.0,1
54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,62,62,62,62,72,72,72,72,63,63,63,63,59,59,59,59,59,59,59,59,60,60,60,60,76,76,76,76,66,66,66,66,61,61,61,61,59,59,59,59,59,59,59,S4,1517970600,2018-02-07 2:30:00,1517971500,0,0.0,4,0.666666667,1
55,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,71,71,71,71,74,74,74,74,65,65,65,65,61,61,61,61,59,59,59,59,60,60,60,S4,1517971500,2018-02-07 2:45:00,1517972400,0,0.0,4,1.4,1
56,60,60,60,60,60,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S4,1517972400,2018-02-07 3:00:00,1517973300,0,0.0,0,0.0,1
57,61,61,61,61,61,61,61,61,61,60,60,60,60,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S4,1517973300,2018-02-07 3:15:00,1517974200,0,0.0,2,0.4,1
58,61,61,61,61,61,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,S4,1517974200,2018-02-07 3:30:00,1517975100,0,0.0,1,0.066666667,1
59,64,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,S4,1517975100,2018-02-07 3:45:00,1517976000,0,0.0,2,0.733333333,1
60,64,64,64,64,64,64,64,64,64,64,64,64,64,66,66,66,66,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,S4,1517976000,2018-02-07 4:00:00,1517976900,0,0.0,2,0.666666667,1
61,64,64,64,64,64,64,64,64,64,74,74,74,74,71,71,71,71,66,66,66,66,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,S4,1517976900,2018-02-07 4:15:00,1517977800,0,0.0,3,0.666666667,1
62,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,S4,1517977800,2018-02-07 4:30:00,1517978700,0,0.0,3,0.333333333,1
63,65,79,79,79,79,70,70,70,70,66,66,66,66,65,65,65,65,64,64,64,64,62,62,62,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S4,1517978700,2018-02-07 4:45:00,1517979600,0,0.0,1,0.066666667,1
64,60,60,60,60,60,68,68,68,68,80,80,80,80,80,80,80,80,82,82,82,82,77,77,77,77,69,69,69,69,66,66,66,66,64,64,64,64,61,61,61,61,61,61,61,61,54,54,54,54,58,58,58,58,58,58,58,58,58,58,58,S4,1517979600,2018-02-07 5:00:00,1517980500,0,0.0,7,1.733333333,1
65,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,S4,1517980500,2018-02-07 5:15:00,1517981400,0,0.0,3,0.2,1
66,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,61,61,61,S4,1517981400,2018-02-07 5:30:00,1517982300,0,0.0,3,0.2,1
67,61,71,71,71,71,63,63,63,63,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,64,64,64,64,69,69,69,69,62,62,62,62,59,59,59,59,58,58,58,58,58,58,58,58,70,70,70,70,68,68,68,S4,1517982300,2018-02-07 5:45:00,1517983200,0,0.0,3,0.8,1
68,68,61,61,61,61,59,59,59,59,59,59,59,59,58,58,58,58,59,59,59,59,74,74,74,74,65,65,65,65,60,60,60,60,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S4,1517983200,2018-02-07 6:00:00,1517984100,0,0.0,4,0.733333333,1
69,58,65,65,65,65,69,69,69,69,62,62,62,62,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,S4,1517984100,2018-02-07 6:15:00,1517985000,0,0.0,7,2.866666667,0
70,77,77,77,77,77,78,78,78,78,76,76,76,76,77,77,77,77,83,83,83,83,79,79,79,79,74,74,74,74,73,73,73,73,72,72,72,72,70,70,70,70,76,76,76,76,87,87,87,87,97,97,97,97,91,91,91,91,91,91,91,S4,1517985000,2018-02-07 6:30:00,1517985900,0,0.0,7,5.733333333,0
71,91,83,83,83,83,79,79,79,79,86,86,86,86,94,94,94,94,91,91,91,91,89,89,89,89,87,87,87,87,83,83,83,83,80,80,80,80,78,78,78,78,80,80,80,80,79,79,79,79,79,79,79,79,79,79,79,79,78,78,78,S4,1517985900,2018-02-07 6:45:00,1517986800,0,0.0,7,4.266666667,0
72,78,78,78,78,78,77,77,77,77,79,79,79,79,73,73,73,73,82,82,82,82,80,80,80,80,81,81,81,81,75,75,75,75,70,70,70,70,69,69,69,69,69,69,69,69,67,67,67,67,70,70,70,70,74,74,74,74,72,72,72,S4,1517986800,2018-02-07 7:00:00,1517987700,0,0.0,4,3.733333333,0
73,72,79,79,79,79,67,67,67,67,64,64,64,64,64,64,64,64,72,72,72,72,67,67,67,67,70,70,70,70,76,76,76,76,73,73,73,73,77,77,77,77,83,83,83,83,78,78,78,78,68,68,68,68,65,65,65,65,64,64,64,S4,1517987700,2018-02-07 7:15:00,1517988600,0,0.0,3,2.6,0
74,64,62,62,62,62,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,65,65,65,65,67,67,67,67,63,63,63,63,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,S4,1517988600,2018-02-07 7:30:00,1517989500,0,0.0,3,2.8,0
75,63,64,64,64,64,66,66,66,66,64,64,64,64,61,61,61,61,62,62,62,62,68,68,68,68,81,81,81,81,75,75,75,75,65,65,65,65,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,65,65,65,65,66,66,66,S4,1517989500,2018-02-07 7:45:00,1517990400,0,0.0,4,2.866666667,0
76,66,76,76,76,76,76,76,76,76,78,78,78,78,85,85,85,85,75,75,75,75,65,65,65,65,63,63,63,63,63,63,63,63,61,61,61,61,63,63,63,63,64,64,64,64,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,S4,1517990400,2018-02-07 8:00:00,1517991300,0,0.0,4,3.266666667,0
77,65,73,73,73,73,75,75,75,75,67,67,67,67,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,68,68,68,68,73,73,73,73,76,76,76,76,72,72,72,72,75,75,75,75,79,79,79,79,75,75,75,75,77,77,77,S4,1517991300,2018-02-07 8:15:00,1517992200,0,0.0,4,4.0,0
78,77,77,77,77,77,77,77,77,77,79,79,79,79,89,89,89,89,79,79,79,79,69,69,69,69,62,62,62,62,64,64,64,64,62,62,62,62,63,63,63,63,61,61,61,61,60,60,60,60,59,59,59,59,59,59,59,59,61,61,61,S4,1517992200,2018-02-07 8:30:00,1517993100,0,0.0,7,3.333333333,0
79,61,70,70,70,70,71,71,71,71,63,63,63,63,59,59,59,59,61,61,61,61,60,60,60,60,61,61,61,61,60,60,60,60,61,61,61,61,63,63,63,63,69,69,69,69,67,67,67,67,61,61,61,61,60,60,60,60,60,60,60,S4,1517993100,2018-02-07 8:45:00,1517994000,0,0.0,3,3.0,0
