,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,S1,1486223100,2017-02-04 15:48:00,1486224000,0,0.0,7,4.916666667,0
1,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,S1,1486224000,2017-02-04 16:00:00,1486224900,0,0.0,4,3.733333333,0
2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,S1,1486224900,2017-02-04 16:15:00,1486225800,0,0.0,7,2.266666667,0
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1486225800,2017-02-04 16:30:00,1486226700,0,0.0,4,4.0,0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1486226700,2017-02-04 16:45:00,1486227600,0,0.0,7,6.066666667,0
5,,,,,,,,,,,,,,76,76,76,76,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,,,,78,78,78,78,78,78,78,78,78,78,78,S1,1486227600,2017-02-04 17:00:00,1486228500,0,0.0,7,4.4,0
6,78,78,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,81,S1,1486228500,2017-02-04 17:15:00,1486229400,0,0.0,7,5.533333333,0
7,81,87,87,87,87,101,101,101,101,101,101,101,101,106,106,106,106,103,103,103,103,102,102,102,102,96,96,96,96,93,93,93,93,86,86,86,86,86,86,86,86,85,85,85,85,84,84,84,84,83,83,83,83,77,77,77,77,74,74,74,S1,1486229400,2017-02-04 17:30:00,1486230300,0,0.0,7,2.666666667,0
8,74,73,73,73,73,73,73,73,73,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,68,68,68,68,69,69,69,69,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,S1,1486230300,2017-02-04 17:45:00,1486231200,0,0.0,3,0.933333333,0
9,68,69,69,69,69,67,67,67,67,85,85,85,85,78,78,78,78,68,68,68,68,65,65,65,65,65,65,65,65,66,66,66,66,65,65,65,65,65,65,65,65,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,66,66,66,S1,1486231200,2017-02-04 18:00:00,1486232100,0,0.0,7,1.733333333,0
10,66,77,77,77,77,86,86,86,86,86,86,86,86,87,87,87,87,86,86,86,86,86,86,86,86,85,85,85,85,84,84,84,84,95,95,95,95,89,89,89,89,85,85,85,85,83,83,83,83,76,76,76,76,85,85,85,85,80,80,80,S1,1486232100,2017-02-04 18:15:00,1486233000,0,0.0,7,5.266666667,0
11,80,78,78,78,78,68,68,68,68,66,66,66,66,70,70,70,70,68,68,68,68,66,66,66,66,67,67,67,67,76,76,76,76,76,76,76,76,69,69,69,69,80,80,80,80,72,72,72,72,64,64,64,64,63,63,63,63,64,64,64,S1,1486233000,2017-02-04 18:30:00,1486233900,0,0.0,4,2.066666667,0
12,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,62,62,62,62,63,63,63,63,64,64,64,64,66,66,66,66,63,63,63,63,63,63,63,63,63,63,63,S1,1486233900,2017-02-04 18:45:00,1486234800,0,0.0,2,1.466666667,0
13,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,62,62,62,S1,1486234800,2017-02-04 19:00:00,1486235700,0,0.0,3,1.0,0
14,62,62,62,62,62,64,64,64,64,63,63,63,63,63,63,63,63,64,64,64,64,65,65,65,65,65,65,65,65,63,63,63,63,63,63,63,63,64,64,64,64,67,67,67,67,63,63,63,63,,,,,68,68,68,68,68,68,68,S1,1486235700,2017-02-04 19:15:00,1486236600,0,0.0,4,2.866666667,0
15,68,67,67,67,67,67,67,67,67,68,68,68,68,66,66,66,66,67,67,67,67,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,83,83,83,83,84,84,84,84,76,76,76,76,83,83,83,83,83,83,83,S1,1486236600,2017-02-04 19:30:00,1486237500,0,0.0,4,3.4,0
16,83,79,79,79,79,79,79,79,79,71,71,71,71,65,65,65,65,77,77,77,77,78,78,78,78,69,69,69,69,65,65,65,65,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,66,66,66,66,80,80,80,80,72,72,72,S1,1486237500,2017-02-04 19:45:00,1486238400,0,0.0,4,3.0,0
17,72,67,67,67,67,66,66,66,66,67,67,67,67,80,80,80,80,72,72,72,72,66,66,66,66,62,62,62,62,61,61,61,61,63,63,63,63,63,63,63,63,61,61,61,61,63,63,63,63,63,63,63,63,61,61,61,61,61,61,61,S1,1486238400,2017-02-04 20:00:00,1486239300,0,0.0,3,3.0,0
18,61,77,77,77,77,65,65,65,65,63,63,63,63,62,62,62,62,62,62,62,62,63,63,63,63,62,62,62,62,61,61,61,61,63,63,63,63,62,62,62,62,62,62,62,62,60,60,60,60,61,61,61,61,61,61,61,61,62,62,62,S1,1486239300,2017-02-04 20:15:00,1486240200,0,0.0,4,1.933333333,0
19,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,62,62,62,62,63,63,63,63,61,61,61,S1,1486240200,2017-02-04 20:30:00,1486241100,0,0.0,3,1.066666667,0
20,61,61,61,61,61,62,62,62,62,63,63,63,63,61,61,61,61,61,61,61,61,63,63,63,63,69,69,69,69,74,74,74,74,66,66,66,66,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,S1,1486241100,2017-02-04 20:45:00,1486242000,0,0.0,4,2.8,0
21,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S1,1486242000,2017-02-04 21:00:00,1486242900,0,0.0,3,0.6,0
22,61,61,61,61,61,75,75,75,75,88,88,88,88,72,72,72,72,65,65,65,65,62,62,62,62,59,59,59,59,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,74,74,74,74,71,71,71,71,64,64,64,S1,1486242900,2017-02-04 21:15:00,1486243800,0,0.0,7,2.866666667,0
23,64,62,62,62,62,62,62,62,62,63,63,63,63,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,58,58,58,58,59,59,59,59,60,60,60,60,61,61,61,61,60,60,60,60,61,61,61,S1,1486243800,2017-02-04 21:30:00,1486244700,0,0.0,3,3.0,0
24,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,73,73,73,73,81,81,81,81,80,80,80,80,78,78,78,78,78,78,78,78,91,91,91,91,90,90,90,90,85,85,85,85,99,99,99,99,85,85,85,S1,1486244700,2017-02-04 21:45:00,1486245600,0,0.0,7,4.4,0
25,85,84,84,84,84,82,82,82,82,86,86,86,86,85,85,85,85,74,74,74,74,93,93,93,93,86,86,86,86,79,79,79,79,77,77,77,77,79,79,79,79,79,79,79,79,79,79,79,79,82,82,82,82,82,82,82,82,80,80,80,S1,1486245600,2017-02-04 22:00:00,1486246500,0,0.0,7,5.4,0
26,80,78,78,78,78,79,79,79,79,74,74,74,74,74,74,74,74,74,74,74,74,86,86,86,86,67,67,67,67,67,67,67,67,68,68,68,68,66,66,66,66,64,64,64,64,61,61,61,61,64,64,64,64,63,63,63,63,61,61,61,S1,1486246500,2017-02-04 22:15:00,1486247400,0,0.0,7,3.933333333,0
27,61,68,68,68,68,69,69,69,69,70,70,70,70,64,64,64,64,67,67,67,67,73,73,73,73,71,71,71,71,64,64,64,64,61,61,61,61,60,60,60,60,59,59,59,59,58,58,58,58,71,71,71,71,65,65,65,65,60,60,60,S1,1486247400,2017-02-04 22:30:00,1486248300,0,0.0,4,1.6,0
28,60,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S1,1486248300,2017-02-04 22:45:00,1486249200,0,0.0,0,0.0,1
29,58,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,S1,1486249200,2017-02-04 23:00:00,1486250100,0,0.0,0,0.0,1
30,57,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,S1,1486250100,2017-02-04 23:15:00,1486251000,0,0.0,0,0.0,1
31,57,56,56,56,56,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,S1,1486251000,2017-02-04 23:30:00,1486251900,0,0.0,0,0.0,1
32,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,63,63,63,63,73,73,73,73,62,62,62,62,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,,,,S1,1486251900,2017-02-04 23:45:00,1486252800,0,0.0,3,1.0,1
33,,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,S1,1486252800,2017-02-05 0:00:00,1486253700,0,0.0,3,0.2,1
34,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,S1,1486253700,2017-02-05 0:15:00,1486254600,0,0.0,3,0.2,1
35,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,S1,1486254600,2017-02-05 0:30:00,1486255500,0,0.0,0,0.0,1
36,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,53,53,53,53,53,53,53,S1,1486255500,2017-02-05 0:45:00,1486256400,0,0.0,0,0.0,1
37,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,59,59,59,59,68,68,68,68,59,59,59,59,55,55,55,55,53,53,53,S1,1486256400,2017-02-05 1:00:00,1486257300,0,0.0,4,0.266666667,1
38,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1486257300,2017-02-05 1:15:00,1486258200,0,0.0,0,0.0,1
39,51,50,50,50,50,51,51,51,51,52,52,52,52,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,51,50,50,50,50,51,51,51,S1,1486258200,2017-02-05 1:30:00,1486259100,0,0.0,3,0.6,1
40,51,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,S1,1486259100,2017-02-05 1:45:00,1486260000,0,0.0,3,0.4,1
41,51,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1486260000,2017-02-05 2:00:00,1486260900,0,0.0,3,0.2,1
42,51,51,51,51,51,51,51,51,51,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,S1,1486260900,2017-02-05 2:15:00,1486261800,0,0.0,0,0.0,1
43,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,S1,1486261800,2017-02-05 2:30:00,1486262700,0,0.0,3,0.2,1
44,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,S1,1486262700,2017-02-05 2:45:00,1486263600,0,0.0,0,0.0,1
45,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1486263600,2017-02-05 3:00:00,1486264500,0,0.0,0,0.0,1
46,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,50,50,50,50,50,50,50,50,50,50,50,S1,1486264500,2017-02-05 3:15:00,1486265400,0,0.0,3,0.266666667,1
47,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,66,66,66,66,59,59,59,59,53,53,53,53,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,S1,1486265400,2017-02-05 3:30:00,1486266300,0,0.0,4,0.8,1
48,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,S1,1486266300,2017-02-05 3:45:00,1486267200,0,0.0,0,0.0,1
49,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,S1,1486267200,2017-02-05 4:00:00,1486268100,0,0.0,0,0.0,1
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,S1,1486268100,2017-02-05 4:15:00,1486269000,0,0.0,0,0.0,1
51,51,51,51,51,51,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,59,59,59,59,57,57,57,57,53,53,53,53,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1486269000,2017-02-05 4:30:00,1486269900,0,0.0,3,0.4,1
52,51,51,51,51,51,51,51,51,51,52,52,52,52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,S1,1486269900,2017-02-05 4:45:00,1486270800,0,0.0,2,0.533333333,1
53,51,51,51,51,51,51,51,51,51,51,51,51,51,64,64,64,64,61,61,61,61,53,53,53,53,52,52,52,52,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,51,52,52,52,52,50,50,50,S1,1486270800,2017-02-05 5:00:00,1486271700,0,0.0,3,1.266666667,1
54,50,50,50,50,50,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1486271700,2017-02-05 5:15:00,1486272600,0,0.0,0,0.0,1
55,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,S1,1486272600,2017-02-05 5:30:00,1486273500,0,0.0,3,0.333333333,1
56,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,S1,1486273500,2017-02-05 5:45:00,1486274400,0,0.0,0,0.0,1
57,51,51,51,51,51,57,57,57,57,68,68,68,68,,,,,,,,,,,,,56,56,56,56,58,58,58,58,54,54,54,54,53,53,53,53,52,52,52,52,66,66,66,66,63,63,63,63,55,55,55,55,53,53,53,S1,1486274400,2017-02-05 6:00:00,1486275300,0,0.0,6,1.266666667,0
58,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,64,64,64,64,72,72,72,72,75,75,75,75,81,81,81,81,74,74,74,74,73,73,73,73,72,72,72,72,72,72,72,72,76,76,76,S1,1486275300,2017-02-05 6:15:00,1486276200,0,0.0,7,4.6,0
59,76,78,78,78,78,80,80,80,80,83,83,83,83,77,77,77,77,78,78,78,78,78,78,78,78,77,77,77,77,82,82,82,82,83,83,83,83,89,89,89,89,87,87,87,87,78,78,78,78,77,77,77,77,77,77,77,77,77,77,77,S1,1486276200,2017-02-05 6:30:00,1486277100,0,0.0,7,6.0,0
60,77,75,75,75,75,77,77,77,77,77,77,77,77,76,76,76,76,74,74,74,74,73,73,73,73,71,71,71,71,72,72,72,72,66,66,66,66,71,71,71,71,70,70,70,70,68,68,68,68,68,68,68,68,77,77,77,77,78,78,78,S1,1486277100,2017-02-05 6:45:00,1486278000,0,0.0,7,5.933333333,0
61,78,89,89,89,89,98,98,98,98,94,94,94,94,87,87,87,87,79,79,79,79,77,77,77,77,96,96,96,96,96,96,96,96,94,94,94,94,88,88,88,88,101,101,101,101,92,92,92,92,79,79,79,79,71,71,71,71,75,75,75,S1,1486278000,2017-02-05 7:00:00,1486278900,0,0.0,7,6.066666667,0
62,75,95,95,95,95,85,85,85,85,72,72,72,72,70,70,70,70,69,69,69,69,81,81,81,81,95,95,95,95,91,91,91,91,72,72,72,72,67,67,67,67,70,70,70,70,85,85,85,85,102,102,102,102,102,102,102,102,98,98,98,S1,1486278900,2017-02-05 7:15:00,1486279800,0,0.0,7,4.533333333,0
63,98,88,88,88,88,79,79,79,79,74,74,74,74,73,73,73,73,75,75,75,75,72,72,72,72,76,76,76,76,81,81,81,81,79,79,79,79,75,75,75,75,80,80,80,80,93,93,93,93,85,85,85,85,76,76,76,76,73,73,73,S1,1486279800,2017-02-05 7:30:00,1486280700,0,0.0,7,4.6,0
64,73,80,80,80,80,75,75,75,75,81,81,81,81,74,74,74,74,69,69,69,69,76,76,76,76,69,69,69,69,67,67,67,67,65,65,65,65,67,67,67,67,67,67,67,67,81,81,81,81,81,81,81,81,77,77,77,77,75,75,75,S1,1486280700,2017-02-05 7:45:00,1486281600,0,0.0,4,2.6,0
65,75,86,86,86,86,75,75,75,75,69,69,69,69,66,66,66,66,67,67,67,67,65,65,65,65,66,66,66,66,65,65,65,65,66,66,66,66,66,66,66,66,67,67,67,67,66,66,66,66,66,66,66,66,72,72,72,72,79,79,79,S1,1486281600,2017-02-05 8:00:00,1486282500,0,0.0,3,2.8,0
66,79,70,70,70,70,66,66,66,66,62,62,62,62,63,63,63,63,75,75,75,75,69,69,69,69,65,65,65,65,64,64,64,64,62,62,62,62,70,70,70,70,78,78,78,78,67,67,67,67,62,62,62,62,63,63,63,63,63,63,63,S1,1486282500,2017-02-05 8:15:00,1486283400,0,0.0,4,3.266666667,0
67,63,62,62,62,62,64,64,64,64,65,65,65,65,72,72,72,72,76,76,76,76,70,70,70,70,79,79,79,79,70,70,70,70,68,68,68,68,77,77,77,77,75,75,75,75,78,78,78,78,69,69,69,69,66,66,66,66,73,73,73,S1,1486283400,2017-02-05 8:30:00,1486284300,0,0.0,7,4.2,0
68,73,81,81,81,81,84,84,84,84,83,83,83,83,81,81,81,81,83,83,83,83,79,79,79,79,75,75,75,75,71,71,71,71,68,68,68,68,74,74,74,74,78,78,78,78,82,82,82,82,81,81,81,81,71,71,71,71,75,75,75,S1,1486284300,2017-02-05 8:45:00,1486285200,0,0.0,7,5.266666667,0
69,75,91,91,91,91,85,85,85,85,75,75,75,75,65,65,65,65,64,64,64,64,65,65,65,65,62,62,62,62,68,68,68,68,82,82,82,82,78,78,78,78,66,66,66,66,63,63,63,63,62,62,62,62,63,63,63,63,62,62,62,S1,1486285200,2017-02-05 9:00:00,1486286100,0,0.0,3,3.0,0
70,62,76,76,76,76,77,77,77,77,77,77,77,77,67,67,67,67,63,63,63,63,63,63,63,63,61,61,61,61,61,61,61,61,61,61,61,61,59,59,59,59,61,61,61,61,61,61,61,61,61,61,61,61,73,73,73,73,68,68,68,S1,1486286100,2017-02-05 9:15:00,1486287000,0,0.0,3,2.0,0
71,68,64,64,64,64,62,62,62,62,61,61,61,61,61,61,61,61,63,63,63,63,64,64,64,64,73,73,73,73,64,64,64,64,61,61,61,61,62,62,62,62,60,60,60,60,61,61,61,61,61,61,61,61,76,76,76,76,71,71,71,S1,1486287000,2017-02-05 9:30:00,1486287900,0,0.0,7,2.866666667,0
72,71,65,65,65,65,83,83,83,83,77,77,77,77,80,80,80,80,69,69,69,69,65,65,65,65,76,76,76,76,84,84,84,84,79,79,79,79,70,70,70,70,67,67,67,67,73,73,73,73,87,87,87,87,83,83,83,83,76,76,76,S1,1486287900,2017-02-05 9:45:00,1486288800,0,0.0,7,5.2,0
73,76,75,75,75,75,75,75,75,75,73,73,73,73,76,76,76,76,64,64,64,64,60,60,60,60,59,59,59,59,67,67,67,67,71,71,71,71,63,63,63,63,60,60,60,60,66,66,66,66,72,72,72,72,63,63,63,63,65,65,65,S1,1486288800,2017-02-05 10:00:00,1486289700,0,0.0,4,2.866666667,0
74,65,65,65,65,65,74,74,74,74,64,64,64,64,61,61,61,61,61,61,61,61,61,61,61,61,63,63,63,63,63,63,63,63,80,80,80,80,71,71,71,71,64,64,64,64,63,63,63,63,60,60,60,60,68,68,68,68,76,76,76,S1,1486289700,2017-02-05 10:15:00,1486290600,0,0.0,4,2.4,0
75,76,67,67,67,67,63,63,63,63,76,76,76,76,79,79,79,79,81,81,81,81,74,74,74,74,66,66,66,66,77,77,77,77,70,70,70,70,65,65,65,65,63,63,63,63,61,61,61,61,61,61,61,61,69,69,69,69,99,99,99,S1,1486290600,2017-02-05 10:30:00,1486291500,0,0.0,7,3.0,0
76,99,84,84,84,84,72,72,72,72,64,64,64,64,68,68,68,68,70,70,70,70,77,77,77,77,80,80,80,80,80,80,80,80,73,73,73,73,70,70,70,70,67,67,67,67,64,64,64,64,66,66,66,66,76,76,76,76,64,64,64,S1,1486291500,2017-02-05 10:45:00,1486292400,0,0.0,7,3.266666667,0
77,64,65,65,65,65,86,86,86,86,79,79,79,79,70,70,70,70,66,66,66,66,64,64,64,64,64,64,64,64,74,74,74,74,78,78,78,78,69,69,69,69,64,64,64,64,64,64,64,64,64,64,64,64,80,80,80,80,79,79,79,S1,1486292400,2017-02-05 11:00:00,1486293300,0,0.0,4,2.666666667,0
78,79,71,71,71,71,67,67,67,67,65,65,65,65,64,64,64,64,65,65,65,65,66,66,66,66,65,65,65,65,78,78,78,78,70,70,70,70,71,71,71,71,77,77,77,77,71,71,71,71,64,64,64,64,63,63,63,63,63,63,63,S1,1486293300,2017-02-05 11:15:00,1486294200,0,0.0,3,2.2,0
79,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,78,78,78,78,72,72,72,72,66,66,66,66,68,68,68,68,76,76,76,76,68,68,68,68,66,66,66,66,65,65,65,S1,1486294200,2017-02-05 11:30:00,1486295100,0,0.0,3,1.466666667,0
80,65,65,65,65,65,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,66,66,66,66,91,91,91,91,95,95,95,95,88,88,88,88,85,85,85,85,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,S1,1486295100,2017-02-05 11:45:00,1486296000,0,0.0,7,4.8,0
81,85,85,85,85,85,97,97,97,97,110,110,110,110,101,101,101,101,93,93,93,93,107,107,107,107,105,105,105,105,94,94,94,94,86,86,86,86,84,84,84,84,83,83,83,83,80,80,80,80,80,80,80,80,83,83,83,83,82,82,82,S1,1486296000,2017-02-05 12:00:00,1486296900,0,0.01,7,3.933333333,0
82,82,83,83,83,83,84,84,84,84,78,78,78,78,78,78,78,78,76,76,76,76,75,75,75,75,77,77,77,77,77,77,77,77,75,75,75,75,75,75,75,75,68,68,68,68,67,67,67,67,70,70,70,70,70,70,70,70,78,78,78,S1,1486296900,2017-02-05 12:15:00,1486297800,0,0.0,7,3.466666667,0
83,78,93,93,93,93,95,95,95,95,83,83,83,83,75,75,75,75,67,67,67,67,68,68,68,68,69,69,69,69,68,68,68,68,67,67,67,67,67,67,67,67,66,66,66,66,64,64,64,64,63,63,63,63,64,64,64,64,67,67,67,S1,1486297800,2017-02-05 12:30:00,1486298700,0,0.0,7,2.666666667,0
