,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487167200,2017-02-15 14:00:00,1487168100,0,0.0,0,0.0,0
1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487168100,2017-02-15 14:15:00,1487169000,0,0.0,0,0.0,0
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487169000,2017-02-15 14:30:00,1487169900,0,0.0,0,0.0,0
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487169900,2017-02-15 14:45:00,1487170800,0,0.0,0,0.0,0
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487170800,2017-02-15 15:00:00,1487171700,0,0.0,0,0.0,0
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487171700,2017-02-15 15:15:00,1487172600,0,0.0,0,0.0,0
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487172600,2017-02-15 15:30:00,1487173500,0,0.0,0,0.0,0
1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487173500,2017-02-15 15:45:00,1487174400,0,0.0,0,0.0,0
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487174400,2017-02-15 16:00:00,1487175300,0,0.0,0,0.0,0
1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1487175300,2017-02-15 16:15:00,1487176200,0,0.0,0,0.0,0
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,S1,1487176200,2017-02-15 16:30:00,1487177100,0,0.0,7,1.133333333,0
1060,85,94,94,94,94,104,104,104,104,109,109,109,109,92,92,92,92,97,97,97,97,106,106,106,106,91,91,91,91,79,79,79,79,84,84,84,84,84,84,84,84,94,94,94,94,97,97,97,97,94,94,94,94,83,83,83,83,76,76,76,S1,1487177100,2017-02-15 16:45:00,1487178000,0,0.01,7,1.733333333,0
1061,76,74,74,74,74,75,75,75,75,75,75,75,75,73,73,73,73,73,73,73,73,83,83,83,83,88,88,88,88,95,95,95,95,91,91,91,91,89,89,89,89,85,85,85,85,85,85,85,85,77,77,77,77,75,75,75,75,77,77,77,S1,1487178000,2017-02-15 17:00:00,1487178900,0,0.0,4,2.466666667,0
1062,77,91,91,91,91,90,90,90,90,85,85,85,85,90,90,90,90,90,90,90,90,92,92,92,92,91,91,91,91,87,87,87,87,89,89,89,89,91,91,91,91,92,92,92,92,86,86,86,86,80,80,80,80,76,76,76,76,74,74,74,S1,1487178900,2017-02-15 17:15:00,1487179800,0,0.0,7,3.466666667,0
1063,74,73,73,73,73,74,74,74,74,91,91,91,91,80,80,80,80,74,74,74,74,72,72,72,72,72,72,72,72,75,75,75,75,90,90,90,90,92,92,92,92,95,95,95,95,89,89,89,89,87,87,87,87,82,82,82,82,83,83,83,S1,1487179800,2017-02-15 17:30:00,1487180700,0,0.0,7,3.533333333,0
1064,83,88,88,88,88,93,93,93,93,93,93,93,93,93,93,93,93,89,89,89,89,86,86,86,86,81,81,81,81,82,82,82,82,88,88,88,88,85,85,85,85,86,86,86,86,89,89,89,89,89,89,89,89,104,104,104,104,103,103,103,S1,1487180700,2017-02-15 17:45:00,1487181600,0,0.0,7,3.866666667,0
1065,103,99,99,99,99,85,85,85,85,87,87,87,87,90,90,90,90,90,90,90,90,90,90,90,90,83,83,83,83,78,78,78,78,77,77,77,77,76,76,76,76,75,75,75,75,75,75,75,75,73,73,73,73,74,74,74,74,72,72,72,S1,1487181600,2017-02-15 18:00:00,1487182500,0,0.0,7,3.0,0
1066,72,72,72,72,72,71,71,71,71,71,71,71,71,72,72,72,72,86,86,86,86,79,79,79,79,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,71,71,71,71,72,72,72,72,74,74,74,74,75,75,75,S1,1487182500,2017-02-15 18:15:00,1487183400,0,0.0,3,2.8,0
1067,75,74,74,74,74,79,79,79,79,92,92,92,92,94,94,94,94,94,94,94,94,91,91,91,91,100,100,100,100,113,113,113,113,99,99,99,99,97,97,97,97,98,98,98,98,94,94,94,94,92,92,92,92,95,95,95,95,100,100,100,S1,1487183400,2017-02-15 18:30:00,1487184300,0,0.0,7,3.0,0
1068,100,93,93,93,93,86,86,86,86,84,84,84,84,83,83,83,83,89,89,89,89,97,97,97,97,89,89,89,89,86,86,86,86,85,85,85,85,86,86,86,86,85,85,85,85,80,80,80,80,89,89,89,89,89,89,89,89,84,84,84,S1,1487184300,2017-02-15 18:45:00,1487185200,0,0.0,7,6.133333333,0
1069,84,85,85,85,85,82,82,82,82,82,82,82,82,86,86,86,86,93,93,93,93,89,89,89,89,87,87,87,87,86,86,86,86,86,86,86,86,81,81,81,81,85,85,85,85,84,84,84,84,83,83,83,83,84,84,84,84,82,82,82,S1,1487185200,2017-02-15 19:00:00,1487186100,0,0.0,7,4.933333333,0
1070,82,85,85,85,85,91,91,91,91,84,84,84,84,82,82,82,82,81,81,81,81,81,81,81,81,81,81,81,81,77,77,77,77,76,76,76,76,83,83,83,83,80,80,80,80,75,75,75,75,78,78,78,78,83,83,83,83,77,77,77,S1,1487186100,2017-02-15 19:15:00,1487187000,0,0.0,7,4.2,0
1071,77,76,76,76,76,75,75,75,75,74,74,74,74,76,76,76,76,71,71,71,71,69,69,69,69,68,68,68,68,67,67,67,67,79,79,79,79,81,81,81,81,72,72,72,72,68,68,68,68,66,66,66,66,66,66,66,66,84,84,84,S1,1487187000,2017-02-15 19:30:00,1487187900,0,0.0,7,2.666666667,0
1072,84,77,77,77,77,75,75,75,75,76,76,76,76,68,68,68,68,66,66,66,66,65,65,65,65,65,65,65,65,66,66,66,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,S1,1487187900,2017-02-15 19:45:00,1487188800,0,0.0,4,1.666666667,0
1073,66,65,65,65,65,69,69,69,69,65,65,65,65,67,67,67,67,69,69,69,69,68,68,68,68,84,84,84,84,75,75,75,75,70,70,70,70,69,69,69,69,66,66,66,66,67,67,67,67,68,68,68,68,67,67,67,67,68,68,68,S1,1487188800,2017-02-15 20:00:00,1487189700,0,0.0,3,3.0,0
1074,68,80,80,80,80,75,75,75,75,67,67,67,67,66,66,66,66,66,66,66,66,66,66,66,66,65,65,65,65,66,66,66,66,65,65,65,65,66,66,66,66,66,66,66,66,64,64,64,64,64,64,64,64,66,66,66,66,65,65,65,S1,1487189700,2017-02-15 20:15:00,1487190600,0,0.0,3,1.0,0
1075,65,65,65,65,65,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,S1,1487190600,2017-02-15 20:30:00,1487191500,0,0.0,3,0.866666667,0
1076,68,68,68,68,68,68,68,68,68,67,67,67,67,68,68,68,68,69,69,69,69,69,69,69,69,83,83,83,83,87,87,87,87,88,88,88,88,79,79,79,79,73,73,73,73,71,71,71,71,71,71,71,71,73,73,73,73,77,77,77,S1,1487191500,2017-02-15 20:45:00,1487192400,0,0.0,7,2.466666667,0
1077,77,70,70,70,70,68,68,68,68,69,69,69,69,67,67,67,67,66,66,66,66,65,65,65,65,66,66,66,66,67,67,67,67,66,66,66,66,68,68,68,68,67,67,67,67,77,77,77,77,72,72,72,72,68,68,68,68,67,67,67,S1,1487192400,2017-02-15 21:00:00,1487193300,0,0.0,3,1.533333333,0
1078,67,66,66,66,66,67,67,67,67,68,68,68,68,66,66,66,66,67,67,67,67,67,67,67,67,66,66,66,66,78,78,78,78,83,83,83,83,71,71,71,71,67,67,67,67,80,80,80,80,76,76,76,76,74,74,74,74,80,80,80,S1,1487193300,2017-02-15 21:15:00,1487194200,0,0.0,3,2.6,0
1079,80,70,70,70,70,65,65,65,65,65,65,65,65,64,64,64,64,79,79,79,79,75,75,75,75,67,67,67,67,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,S1,1487194200,2017-02-15 21:30:00,1487195100,0,0.0,5,2.8,0
1080,63,78,78,78,78,89,89,89,89,84,84,84,84,81,81,81,81,76,76,76,76,67,67,67,67,64,64,64,64,63,63,63,63,62,62,62,62,62,62,62,62,63,63,63,63,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,S1,1487195100,2017-02-15 21:45:00,1487196000,0,0.0,7,2.733333333,0
1081,63,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,65,65,65,65,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,64,64,64,64,79,79,79,79,79,79,79,79,69,69,69,S1,1487196000,2017-02-15 22:00:00,1487196900,0,0.0,7,2.733333333,0
1082,69,79,79,79,79,81,81,81,81,70,70,70,70,62,62,62,62,61,61,61,61,59,59,59,59,60,60,60,60,59,59,59,59,74,74,74,74,68,68,68,68,64,64,64,64,61,61,61,61,59,59,59,59,60,60,60,60,59,59,59,S1,1487196900,2017-02-15 22:15:00,1487197800,0,0.0,4,2.666666667,0
1083,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,59,59,59,59,56,56,56,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,S1,1487197800,2017-02-15 22:30:00,1487198700,0,0.0,4,1.066666667,0
1084,55,59,59,59,59,69,69,69,69,60,60,60,60,57,57,57,57,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,S1,1487198700,2017-02-15 22:45:00,1487199600,0,0.0,0,0.0,1
1085,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,55,55,55,55,55,55,55,55,55,55,55,S1,1487199600,2017-02-15 23:00:00,1487200500,0,0.0,2,0.133333333,1
1086,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,S1,1487200500,2017-02-15 23:15:00,1487201400,0,0.0,0,0.0,1
1087,56,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,S1,1487201400,2017-02-15 23:30:00,1487202300,0,0.0,2,0.133333333,1
1088,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,57,57,57,57,56,56,56,56,79,79,79,79,77,77,77,77,80,80,80,80,75,75,75,75,78,78,78,78,79,79,79,79,74,74,74,74,65,65,65,S1,1487202300,2017-02-15 23:45:00,1487203200,0,0.01,7,3.466666667,1
1089,65,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,S1,1487203200,2017-02-16 0:00:00,1487204100,0,0.0,2,0.133333333,1
1090,55,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,S1,1487204100,2017-02-16 0:15:00,1487205000,0,0.0,0,0.0,1
1091,55,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,54,,,,S1,1487205000,2017-02-16 0:30:00,1487205900,0,0.0,3,0.466666667,1
1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S1,1487205900,2017-02-16 0:45:00,1487206800,0,0.0,3,0.2,1
1093,54,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,S1,1487206800,2017-02-16 1:00:00,1487207700,0,0.0,3,0.266666667,1
1094,54,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,S1,1487207700,2017-02-16 1:15:00,1487208600,0,0.0,4,0.266666667,1
1095,54,54,54,54,54,56,56,56,56,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,S1,1487208600,2017-02-16 1:30:00,1487209500,0,0.0,0,0.0,1
1096,54,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,S1,1487209500,2017-02-16 1:45:00,1487210400,0,0.0,3,0.466666667,1
1097,54,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S1,1487210400,2017-02-16 2:00:00,1487211300,0,0.0,2,0.333333333,1
1098,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,56,56,56,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S1,1487211300,2017-02-16 2:15:00,1487212200,0,0.0,3,0.333333333,1
1099,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,53,53,53,53,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,S1,1487212200,2017-02-16 2:30:00,1487213100,0,0.0,2,0.266666667,1
1100,50,50,50,50,50,50,50,50,50,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,S1,1487213100,2017-02-16 2:45:00,1487214000,0,0.0,0,0.0,1
1101,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,52,52,50,50,50,50,50,50,50,50,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,S1,1487214000,2017-02-16 3:00:00,1487214900,0,0.0,3,0.6,1
1102,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,S1,1487214900,2017-02-16 3:15:00,1487215800,0,0.0,0,0.0,1
1103,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,S1,1487215800,2017-02-16 3:30:00,1487216700,0,0.0,0,0.0,1
1104,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,52,52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,61,61,61,61,58,58,58,S1,1487216700,2017-02-16 3:45:00,1487217600,0,0.0,4,0.466666667,1
1105,58,53,53,53,53,51,51,51,51,51,51,51,51,51,51,51,51,94,94,94,94,75,75,75,75,61,61,61,61,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,S1,1487217600,2017-02-16 4:00:00,1487218500,0,0.0,4,0.4,1
1106,57,57,57,57,57,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,68,68,68,68,63,63,63,S1,1487218500,2017-02-16 4:15:00,1487219400,0,0.0,4,0.4,1
1107,63,59,59,59,59,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,S1,1487219400,2017-02-16 4:30:00,1487220300,0,0.0,3,0.4,1
1108,57,64,64,64,64,64,64,64,64,59,59,59,59,54,54,54,54,48,48,48,48,53,53,53,53,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,S1,1487220300,2017-02-16 4:45:00,1487221200,0,0.0,3,0.2,1
1109,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,S1,1487221200,2017-02-16 5:00:00,1487222100,0,0.0,0,0.0,1
1110,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,56,56,56,56,63,63,63,63,54,54,54,54,52,52,52,52,51,51,51,51,51,51,51,S1,1487222100,2017-02-16 5:15:00,1487223000,0,0.0,4,0.466666667,1
1111,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,S1,1487223000,2017-02-16 5:30:00,1487223900,0,0.0,3,0.6,1
1112,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487223900,2017-02-16 5:45:00,1487224800,0,0.0,3,0.4,1
1113,51,51,51,51,51,61,61,61,61,63,63,63,63,55,55,55,55,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487224800,2017-02-16 6:00:00,1487225700,0,0.0,5,0.466666667,1
1114,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487225700,2017-02-16 6:15:00,1487226600,0,0.0,3,0.2,1
1115,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487226600,2017-02-16 6:30:00,1487227500,0,0.0,0,0.0,1
1116,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,S1,1487227500,2017-02-16 6:45:00,1487228400,0,0.0,4,0.4,1
1117,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487228400,2017-02-16 7:00:00,1487229300,0,0.0,0,0.0,1
1118,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487229300,2017-02-16 7:15:00,1487230200,0,0.0,3,0.2,1
1119,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,S1,1487230200,2017-02-16 7:30:00,1487231100,0,0.0,2,0.266666667,1
1120,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487231100,2017-02-16 7:45:00,1487232000,0,0.0,4,0.466666667,1
1121,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487232000,2017-02-16 8:00:00,1487232900,0,0.0,3,0.466666667,1
1122,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487232900,2017-02-16 8:15:00,1487233800,0,0.0,0,0.0,1
1123,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,50,50,50,50,50,50,50,50,51,51,51,S1,1487233800,2017-02-16 8:30:00,1487234700,0,0.0,2,0.666666667,1
1124,51,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,S1,1487234700,2017-02-16 8:45:00,1487235600,0,0.0,1,0.133333333,0
1125,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,51,50,50,50,50,51,51,51,51,51,51,51,S1,1487235600,2017-02-16 9:00:00,1487236500,0,0.0,4,0.666666667,0
1126,51,57,57,57,57,65,65,65,65,56,56,56,56,53,53,53,53,52,52,52,52,51,51,51,51,66,66,66,66,77,77,77,77,87,87,87,87,91,91,91,91,74,74,74,74,64,64,64,64,60,60,60,60,59,59,59,59,59,59,59,S1,1487236500,2017-02-16 9:15:00,1487237400,0,0.0,7,1.733333333,0
1127,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,60,60,60,60,59,59,59,59,58,58,58,58,58,58,58,S1,1487237400,2017-02-16 9:30:00,1487238300,0,0.0,3,1.0,0
1128,58,59,59,59,59,59,59,59,59,60,60,60,60,59,59,59,59,58,58,58,58,59,59,59,59,57,57,57,57,58,58,58,58,59,59,59,59,60,60,60,60,60,60,60,60,59,59,59,59,57,57,57,57,58,58,58,58,59,59,59,S1,1487238300,2017-02-16 9:45:00,1487239200,0,0.0,3,1.533333333,0
1129,59,58,58,58,58,59,59,59,59,59,59,59,59,60,60,60,60,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,59,59,59,59,60,60,60,60,58,58,58,58,57,57,57,57,58,58,58,58,59,59,59,59,60,60,60,S1,1487239200,2017-02-16 10:00:00,1487240100,0,0.0,4,1.6,0
1130,60,60,60,60,60,61,61,61,61,70,70,70,70,62,62,62,62,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,60,60,60,60,66,66,66,66,65,65,65,65,61,61,61,S1,1487240100,2017-02-16 10:15:00,1487241000,0,0.0,7,1.666666667,0
1131,61,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,58,58,58,S1,1487241000,2017-02-16 10:30:00,1487241900,0,0.0,3,1.2,0
1132,58,58,58,58,58,59,59,59,59,71,71,71,71,77,77,77,77,75,75,75,75,70,70,70,70,88,88,88,88,84,84,84,84,73,73,73,73,73,73,73,73,64,64,64,64,59,59,59,59,64,64,64,64,58,58,58,58,73,73,73,S1,1487241900,2017-02-16 10:45:00,1487242800,0,0.0,7,4.666666667,0
1133,73,74,74,74,74,74,74,74,74,74,74,74,74,66,66,66,66,70,70,70,70,72,72,72,72,68,68,68,68,69,69,69,69,72,72,72,72,71,71,71,71,67,67,67,67,68,68,68,68,69,69,69,69,78,78,78,78,96,96,96,S1,1487242800,2017-02-16 11:00:00,1487243700,0,0.0,7,5.0,0
1134,96,85,85,85,85,80,80,80,80,84,84,84,84,78,78,78,78,69,69,69,69,77,77,77,77,75,75,75,75,72,72,72,72,68,68,68,68,73,73,73,73,75,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,84,84,84,S1,1487243700,2017-02-16 11:15:00,1487244600,0,0.0,7,6.133333333,0
